LL8ENE, G, 0, -inf, -inf, inf
QCVGNN, Y, 4, 11, 2, 7
8R6FXF, R, 3, 7, 2, 7
S6712X, B, 4, 7, 2, 7
8R6FXF, R, 3, 7, 2, 7
S6712X, G, 4, 14, 2, 7
8R6FXF, R, 3, 7, 2, 7
S6712X, Y, 4, 11, 2, 7
8R6FXF, R, 3, 7, 2, 7
STE00G, B, 4, 7, 2, 7
8R6FXF, R, 3, 7, 2, 7
STE00G, G, 4, 14, 2, 7
8R6FXF, R, 3, 7, 2, 7
STE00G, Y, 4, 11, 2, 7
8R6FXF, R, 3, 7, 2, 7
TWGO8A, B, 4, 7, 2, 7
8R6FXF, R, 3, 7, 2, 7
TWGO8A, Y, 4, 11, 2, 7
8R6FXF, R, 3, 7, 2, 7
US40UL, B, 4, 7, 2, 7
8R6FXF, R, 3, 7, 2, 7
US40UL, Y, 4, 11, 2, 7
8R6FXF, R, 3, 7, 2, 7
W61GK1, B, 4, 7, 2, 7
8R6FXF, R, 3, 7, 2, 7
W61GK1, R, 4, 7, 2, 7
8R6FXF, R, 3, 7, 2, 7
W61GK1, Y, 4, 11, 2, 7
8R6FXF, R, 3, 7, 2, 7
XI2AYM, B, 4, 7, 2, 7
8R6FXF, R, 3, 7, 2, 7
XI2AYM, Y, 4, 11, 2, 7
8R6FXF, R, 3, 7, 2, 7
31Z0WX, R, 2, 7, 7, 10
8R6FXF, Y, 3, inf, 7, 10
9CY2PD, B, 4, 10, 7, 10
8R6FXF, Y, 3, 10, 7, 10
9CY2PD, G, 4, 17, 7, 10
8R6FXF, Y, 3, 10, 7, 10
9UVODX, B, 4, 10, 7, 10
8R6FXF, Y, 3, 10, 7, 10
9UVODX, G, 4, 17, 7, 10
8R6FXF, Y, 3, 10, 7, 10
DNW5WH, B, 4, 10, 7, 10
8R6FXF, Y, 3, 10, 7, 10
DNW5WH, R, 4, 10, 7, 10
8R6FXF, Y, 3, 10, 7, 10
DNW5WH, Y, 4, 14, 7, 10
8R6FXF, Y, 3, 10, 7, 10
ECOZUU, B, 4, 10, 7, 10
8R6FXF, Y, 3, 10, 7, 10
ECOZUU, G, 4, 17, 7, 10
8R6FXF, Y, 3, 10, 7, 10
ECOZUU, R, 4, 10, 7, 10
8R6FXF, Y, 3, 10, 7, 10
GJ9DGA, B, 4, 10, 7, 10
8R6FXF, Y, 3, 10, 7, 10
GJ9DGA, G, 4, 17, 7, 10
8R6FXF, Y, 3, 10, 7, 10
GJ9DGA, Y, 4, 14, 7, 10
8R6FXF, Y, 3, 10, 7, 10
KT9A9E, B, 4, 10, 7, 10
8R6FXF, Y, 3, 10, 7, 10
LE239A, B, 4, 10, 7, 10
8R6FXF, Y, 3, 10, 7, 10
LE239A, Y, 4, 14, 7, 10
8R6FXF, Y, 3, 10, 7, 10
M8HDRJ, B, 4, 10, 7, 10
8R6FXF, Y, 3, 10, 7, 10
M8HDRJ, Y, 4, 14, 7, 10
8R6FXF, Y, 3, 10, 7, 10
NJ5QCS, B, 4, 10, 7, 10
8R6FXF, Y, 3, 10, 7, 10
NJ5QCS, R, 4, 10, 7, 10
8R6FXF, Y, 3, 10, 7, 10
NJ5QCS, Y, 4, 14, 7, 10
8R6FXF, Y, 3, 10, 7, 10
QCVGNN, B, 4, 10, 7, 10
8R6FXF, Y, 3, 10, 7, 10
QCVGNN, G, 4, 17, 7, 10
8R6FXF, Y, 3, 10, 7, 10
QCVGNN, Y, 4, 14, 7, 10
8R6FXF, Y, 3, 10, 7, 10
S6712X, B, 4, 10, 7, 10
8R6FXF, Y, 3, 10, 7, 10
S6712X, G, 4, 17, 7, 10
8R6FXF, Y, 3, 10, 7, 10
S6712X, Y, 4, 14, 7, 10
8R6FXF, Y, 3, 10, 7, 10
STE00G, B, 4, 10, 7, 10
8R6FXF, Y, 3, 10, 7, 10
STE00G, G, 4, 17, 7, 10
8R6FXF, Y, 3, 10, 7, 10
STE00G, Y, 4, 14, 7, 10
8R6FXF, Y, 3, 10, 7, 10
TWGO8A, B, 4, 10, 7, 10
8R6FXF, Y, 3, 10, 7, 10
TWGO8A, Y, 4, 14, 7, 10
8R6FXF, Y, 3, 10, 7, 10
US40UL, B, 4, 10, 7, 10
8R6FXF, Y, 3, 10, 7, 10
US40UL, R, 4, 10, 7, 10
8R6FXF, Y, 3, 10, 7, 10
W61GK1, B, 4, 10, 7, 10
8R6FXF, Y, 3, 10, 7, 10
W61GK1, R, 4, 10, 7, 10
8R6FXF, Y, 3, 10, 7, 10
W61GK1, Y, 4, 14, 7, 10
8R6FXF, Y, 3, 10, 7, 10
XI2AYM, B, 4, 10, 7, 10
8R6FXF, Y, 3, 10, 7, 10
31Z0WX, R, 2, 10, 7, 10
7MBB7Q, G, 1, 10, 2, 10
31Z0WX, Y, 2, -inf, 2, 10
8R6FXF, B, 3, inf, 2, 10
9CY2PD, G, 4, 10, 2, 10
8R6FXF, B, 3, 10, 2, 10
9CY2PD, Y, 4, 7, 2, 10
8R6FXF, B, 3, 7, 2, 7
9UVODX, G, 4, 10, 2, 7
8R6FXF, B, 3, 7, 2, 7
9UVODX, R, 4, 3, 2, 7
8R6FXF, B, 3, 3, 2, 3
DNW5WH, B, 4, 3, 2, 3
8R6FXF, B, 3, 3, 2, 3
DNW5WH, R, 4, 3, 2, 3
8R6FXF, B, 3, 3, 2, 3
DNW5WH, Y, 4, 7, 2, 3
8R6FXF, B, 3, 3, 2, 3
ECOZUU, G, 4, 10, 2, 3
8R6FXF, B, 3, 3, 2, 3
ECOZUU, R, 4, 3, 2, 3
8R6FXF, B, 3, 3, 2, 3
ECOZUU, Y, 4, 7, 2, 3
8R6FXF, B, 3, 3, 2, 3
GJ9DGA, B, 4, 3, 2, 3
8R6FXF, B, 3, 3, 2, 3
GJ9DGA, G, 4, 10, 2, 3
8R6FXF, B, 3, 3, 2, 3
GJ9DGA, R, 4, 3, 2, 3
8R6FXF, B, 3, 3, 2, 3
KT9A9E, R, 4, 3, 2, 3
8R6FXF, B, 3, 3, 2, 3
LE239A, B, 4, 3, 2, 3
8R6FXF, B, 3, 3, 2, 3
LE239A, Y, 4, 7, 2, 3
8R6FXF, B, 3, 3, 2, 3
M8HDRJ, B, 4, 3, 2, 3
8R6FXF, B, 3, 3, 2, 3
M8HDRJ, R, 4, 3, 2, 3
8R6FXF, B, 3, 3, 2, 3
NJ5QCS, B, 4, 3, 2, 3
8R6FXF, B, 3, 3, 2, 3
NJ5QCS, R, 4, 3, 2, 3
8R6FXF, B, 3, 3, 2, 3
NJ5QCS, Y, 4, 7, 2, 3
8R6FXF, B, 3, 3, 2, 3
QCVGNN, B, 4, 3, 2, 3
8R6FXF, B, 3, 3, 2, 3
QCVGNN, G, 4, 10, 2, 3
8R6FXF, B, 3, 3, 2, 3
QCVGNN, R, 4, 3, 2, 3
8R6FXF, B, 3, 3, 2, 3
S6712X, B, 4, 3, 2, 3
8R6FXF, B, 3, 3, 2, 3
S6712X, G, 4, 10, 2, 3
8R6FXF, B, 3, 3, 2, 3
S6712X, R, 4, 3, 2, 3
8R6FXF, B, 3, 3, 2, 3
STE00G, B, 4, 3, 2, 3
8R6FXF, B, 3, 3, 2, 3
STE00G, G, 4, 10, 2, 3
8R6FXF, B, 3, 3, 2, 3
STE00G, R, 4, 3, 2, 3
8R6FXF, B, 3, 3, 2, 3
TWGO8A, B, 4, 3, 2, 3
8R6FXF, B, 3, 3, 2, 3
TWGO8A, Y, 4, 7, 2, 3
8R6FXF, B, 3, 3, 2, 3
US40UL, R, 4, 3, 2, 3
8R6FXF, B, 3, 3, 2, 3
US40UL, Y, 4, 7, 2, 3
8R6FXF, B, 3, 3, 2, 3
W61GK1, B, 4, 3, 2, 3
8R6FXF, B, 3, 3, 2, 3
W61GK1, R, 4, 3, 2, 3
8R6FXF, B, 3, 3, 2, 3
W61GK1, Y, 4, 7, 2, 3
8R6FXF, B, 3, 3, 2, 3
XI2AYM, R, 4, 3, 2, 3
8R6FXF, B, 3, 3, 2, 3
31Z0WX, Y, 2, 3, 3, 10
8R6FXF, R, 3, inf, 3, 10
9CY2PD, B, 4, 11, 3, 10
8R6FXF, R, 3, 11, 3, 10
9CY2PD, G, 4, 18, 3, 10
8R6FXF, R, 3, 11, 3, 10
9CY2PD, Y, 4, 15, 3, 10
8R6FXF, R, 3, 11, 3, 10
9UVODX, B, 4, 11, 3, 10
8R6FXF, R, 3, 11, 3, 10
9UVODX, G, 4, 18, 3, 10
8R6FXF, R, 3, 11, 3, 10
DNW5WH, B, 4, 11, 3, 10
8R6FXF, R, 3, 11, 3, 10
DNW5WH, R, 4, 11, 3, 10
8R6FXF, R, 3, 11, 3, 10
DNW5WH, Y, 4, 15, 3, 10
8R6FXF, R, 3, 11, 3, 10
ECOZUU, B, 4, 11, 3, 10
8R6FXF, R, 3, 11, 3, 10
ECOZUU, G, 4, 18, 3, 10
8R6FXF, R, 3, 11, 3, 10
ECOZUU, Y, 4, 15, 3, 10
8R6FXF, R, 3, 11, 3, 10
GJ9DGA, B, 4, 11, 3, 10
8R6FXF, R, 3, 11, 3, 10
GJ9DGA, G, 4, 18, 3, 10
8R6FXF, R, 3, 11, 3, 10
GJ9DGA, R, 4, 11, 3, 10
8R6FXF, R, 3, 11, 3, 10
KT9A9E, B, 4, 11, 3, 10
8R6FXF, R, 3, 11, 3, 10
LE239A, B, 4, 11, 3, 10
8R6FXF, R, 3, 11, 3, 10
LE239A, Y, 4, 15, 3, 10
8R6FXF, R, 3, 11, 3, 10
M8HDRJ, B, 4, 11, 3, 10
8R6FXF, R, 3, 11, 3, 10
M8HDRJ, R, 4, 11, 3, 10
8R6FXF, R, 3, 11, 3, 10
NJ5QCS, B, 4, 11, 3, 10
8R6FXF, R, 3, 11, 3, 10
NJ5QCS, R, 4, 11, 3, 10
8R6FXF, R, 3, 11, 3, 10
NJ5QCS, Y, 4, 15, 3, 10
8R6FXF, R, 3, 11, 3, 10
QCVGNN, B, 4, 11, 3, 10
8R6FXF, R, 3, 11, 3, 10
QCVGNN, G, 4, 18, 3, 10
8R6FXF, R, 3, 11, 3, 10
QCVGNN, R, 4, 11, 3, 10
8R6FXF, R, 3, 11, 3, 10
S6712X, B, 4, 11, 3, 10
8R6FXF, R, 3, 11, 3, 10
S6712X, G, 4, 18, 3, 10
8R6FXF, R, 3, 11, 3, 10
S6712X, R, 4, 11, 3, 10
8R6FXF, R, 3, 11, 3, 10
STE00G, B, 4, 11, 3, 10
8R6FXF, R, 3, 11, 3, 10
STE00G, G, 4, 18, 3, 10
8R6FXF, R, 3, 11, 3, 10
STE00G, R, 4, 11, 3, 10
8R6FXF, R, 3, 11, 3, 10
TWGO8A, B, 4, 11, 3, 10
8R6FXF, R, 3, 11, 3, 10
TWGO8A, Y, 4, 15, 3, 10
8R6FXF, R, 3, 11, 3, 10
US40UL, B, 4, 11, 3, 10
8R6FXF, R, 3, 11, 3, 10
US40UL, Y, 4, 15, 3, 10
8R6FXF, R, 3, 11, 3, 10
W61GK1, B, 4, 11, 3, 10
8R6FXF, R, 3, 11, 3, 10
W61GK1, R, 4, 11, 3, 10
8R6FXF, R, 3, 11, 3, 10
W61GK1, Y, 4, 15, 3, 10
8R6FXF, R, 3, 11, 3, 10
XI2AYM, B, 4, 11, 3, 10
8R6FXF, R, 3, 11, 3, 10
31Z0WX, Y, 2, 11, 3, 10
7MBB7Q, G, 1, 10, 2, 10
8R6FXF, B, 2, -inf, 2, 10
31Z0WX, B, 3, inf, 2, 10
9CY2PD, G, 4, 6, 2, 10
31Z0WX, B, 3, 6, 2, 6
9CY2PD, Y, 4, 3, 2, 6
31Z0WX, B, 3, 3, 2, 3
9UVODX, G, 4, 6, 2, 3
31Z0WX, B, 3, 3, 2, 3
9UVODX, R, 4, -1, 2, 3
31Z0WX, B, 3, -1, 2, 3
8R6FXF, B, 2, -1, 2, 10
31Z0WX, R, 3, inf, 2, 10
9CY2PD, G, 4, 14, 2, 10
31Z0WX, R, 3, 14, 2, 10
9CY2PD, Y, 4, 11, 2, 10
31Z0WX, R, 3, 11, 2, 10
9UVODX, G, 4, 14, 2, 10
31Z0WX, R, 3, 11, 2, 10
9UVODX, Y, 4, 11, 2, 10
31Z0WX, R, 3, 11, 2, 10
DNW5WH, B, 4, 7, 2, 10
31Z0WX, R, 3, 7, 2, 7
DNW5WH, R, 4, 7, 2, 7
31Z0WX, R, 3, 7, 2, 7
DNW5WH, Y, 4, 11, 2, 7
31Z0WX, R, 3, 7, 2, 7
ECOZUU, G, 4, 14, 2, 7
31Z0WX, R, 3, 7, 2, 7
ECOZUU, R, 4, 7, 2, 7
31Z0WX, R, 3, 7, 2, 7
ECOZUU, Y, 4, 11, 2, 7
31Z0WX, R, 3, 7, 2, 7
GJ9DGA, B, 4, 7, 2, 7
31Z0WX, R, 3, 7, 2, 7
GJ9DGA, G, 4, 14, 2, 7
31Z0WX, R, 3, 7, 2, 7
GJ9DGA, Y, 4, 11, 2, 7
31Z0WX, R, 3, 7, 2, 7
KT9A9E, Y, 4, 11, 2, 7
31Z0WX, R, 3, 7, 2, 7
LE239A, B, 4, 7, 2, 7
31Z0WX, R, 3, 7, 2, 7
LE239A, Y, 4, 11, 2, 7
31Z0WX, R, 3, 7, 2, 7
M8HDRJ, B, 4, 7, 2, 7
31Z0WX, R, 3, 7, 2, 7
M8HDRJ, Y, 4, 11, 2, 7
31Z0WX, R, 3, 7, 2, 7
NJ5QCS, B, 4, 7, 2, 7
31Z0WX, R, 3, 7, 2, 7
NJ5QCS, R, 4, 7, 2, 7
31Z0WX, R, 3, 7, 2, 7
NJ5QCS, Y, 4, 11, 2, 7
31Z0WX, R, 3, 7, 2, 7
QCVGNN, B, 4, 7, 2, 7
31Z0WX, R, 3, 7, 2, 7
QCVGNN, G, 4, 14, 2, 7
31Z0WX, R, 3, 7, 2, 7
QCVGNN, Y, 4, 11, 2, 7
31Z0WX, R, 3, 7, 2, 7
S6712X, B, 4, 7, 2, 7
31Z0WX, R, 3, 7, 2, 7
S6712X, G, 4, 14, 2, 7
31Z0WX, R, 3, 7, 2, 7
S6712X, Y, 4, 11, 2, 7
31Z0WX, R, 3, 7, 2, 7
STE00G, B, 4, 7, 2, 7
31Z0WX, R, 3, 7, 2, 7
STE00G, G, 4, 14, 2, 7
31Z0WX, R, 3, 7, 2, 7
STE00G, Y, 4, 11, 2, 7
31Z0WX, R, 3, 7, 2, 7
TWGO8A, B, 4, 7, 2, 7
31Z0WX, R, 3, 7, 2, 7
TWGO8A, Y, 4, 11, 2, 7
31Z0WX, R, 3, 7, 2, 7
US40UL, R, 4, 7, 2, 7
31Z0WX, R, 3, 7, 2, 7
US40UL, Y, 4, 11, 2, 7
31Z0WX, R, 3, 7, 2, 7
W61GK1, B, 4, 7, 2, 7
31Z0WX, R, 3, 7, 2, 7
W61GK1, R, 4, 7, 2, 7
31Z0WX, R, 3, 7, 2, 7
W61GK1, Y, 4, 11, 2, 7
31Z0WX, R, 3, 7, 2, 7
XI2AYM, Y, 4, 11, 2, 7
31Z0WX, R, 3, 7, 2, 7
8R6FXF, B, 2, 7, 7, 10
31Z0WX, Y, 3, inf, 7, 10
9CY2PD, G, 4, 17, 7, 10
31Z0WX, Y, 3, 17, 7, 10
9CY2PD, Y, 4, 14, 7, 10
31Z0WX, Y, 3, 14, 7, 10
9UVODX, G, 4, 17, 7, 10
31Z0WX, Y, 3, 14, 7, 10
9UVODX, R, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
DNW5WH, B, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
DNW5WH, R, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
DNW5WH, Y, 4, 14, 7, 10
31Z0WX, Y, 3, 10, 7, 10
ECOZUU, G, 4, 17, 7, 10
31Z0WX, Y, 3, 10, 7, 10
ECOZUU, R, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
ECOZUU, Y, 4, 14, 7, 10
31Z0WX, Y, 3, 10, 7, 10
GJ9DGA, B, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
GJ9DGA, G, 4, 17, 7, 10
31Z0WX, Y, 3, 10, 7, 10
GJ9DGA, R, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
KT9A9E, R, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
LE239A, B, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
LE239A, Y, 4, 14, 7, 10
31Z0WX, Y, 3, 10, 7, 10
M8HDRJ, B, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
M8HDRJ, R, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
NJ5QCS, B, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
NJ5QCS, R, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
NJ5QCS, Y, 4, 14, 7, 10
31Z0WX, Y, 3, 10, 7, 10
QCVGNN, B, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
QCVGNN, G, 4, 17, 7, 10
31Z0WX, Y, 3, 10, 7, 10
QCVGNN, R, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
S6712X, B, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
S6712X, G, 4, 17, 7, 10
31Z0WX, Y, 3, 10, 7, 10
S6712X, R, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
STE00G, B, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
STE00G, G, 4, 17, 7, 10
31Z0WX, Y, 3, 10, 7, 10
STE00G, R, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
TWGO8A, B, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
TWGO8A, Y, 4, 14, 7, 10
31Z0WX, Y, 3, 10, 7, 10
US40UL, R, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
US40UL, Y, 4, 14, 7, 10
31Z0WX, Y, 3, 10, 7, 10
W61GK1, B, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
W61GK1, R, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
W61GK1, Y, 4, 14, 7, 10
31Z0WX, Y, 3, 10, 7, 10
XI2AYM, R, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
8R6FXF, B, 2, 10, 7, 10
7MBB7Q, G, 1, 10, 2, 10
8R6FXF, R, 2, -inf, 2, 10
31Z0WX, B, 3, inf, 2, 10
9CY2PD, B, 4, -1, 2, 10
31Z0WX, B, 3, -1, 2, 10
8R6FXF, R, 2, -1, 2, 10
31Z0WX, R, 3, inf, 2, 10
9CY2PD, B, 4, 7, 2, 10
31Z0WX, R, 3, 7, 2, 7
9CY2PD, G, 4, 14, 2, 7
31Z0WX, R, 3, 7, 2, 7
9CY2PD, Y, 4, 11, 2, 7
31Z0WX, R, 3, 7, 2, 7
9UVODX, B, 4, 7, 2, 7
31Z0WX, R, 3, 7, 2, 7
9UVODX, G, 4, 14, 2, 7
31Z0WX, R, 3, 7, 2, 7
9UVODX, Y, 4, 11, 2, 7
31Z0WX, R, 3, 7, 2, 7
DNW5WH, B, 4, 7, 2, 7
31Z0WX, R, 3, 7, 2, 7
DNW5WH, R, 4, 7, 2, 7
31Z0WX, R, 3, 7, 2, 7
DNW5WH, Y, 4, 11, 2, 7
31Z0WX, R, 3, 7, 2, 7
ECOZUU, B, 4, 7, 2, 7
31Z0WX, R, 3, 7, 2, 7
ECOZUU, G, 4, 14, 2, 7
31Z0WX, R, 3, 7, 2, 7
ECOZUU, Y, 4, 11, 2, 7
31Z0WX, R, 3, 7, 2, 7
GJ9DGA, B, 4, 7, 2, 7
31Z0WX, R, 3, 7, 2, 7
GJ9DGA, G, 4, 14, 2, 7
31Z0WX, R, 3, 7, 2, 7
GJ9DGA, Y, 4, 11, 2, 7
31Z0WX, R, 3, 7, 2, 7
KT9A9E, B, 4, 7, 2, 7
31Z0WX, R, 3, 7, 2, 7
KT9A9E, Y, 4, 11, 2, 7
31Z0WX, R, 3, 7, 2, 7
LE239A, B, 4, 7, 2, 7
31Z0WX, R, 3, 7, 2, 7
LE239A, Y, 4, 11, 2, 7
31Z0WX, R, 3, 7, 2, 7
M8HDRJ, B, 4, 7, 2, 7
31Z0WX, R, 3, 7, 2, 7
M8HDRJ, Y, 4, 11, 2, 7
31Z0WX, R, 3, 7, 2, 7
NJ5QCS, B, 4, 7, 2, 7
31Z0WX, R, 3, 7, 2, 7
NJ5QCS, R, 4, 7, 2, 7
31Z0WX, R, 3, 7, 2, 7
NJ5QCS, Y, 4, 11, 2, 7
31Z0WX, R, 3, 7, 2, 7
QCVGNN, B, 4, 7, 2, 7
31Z0WX, R, 3, 7, 2, 7
QCVGNN, G, 4, 14, 2, 7
31Z0WX, R, 3, 7, 2, 7
QCVGNN, Y, 4, 11, 2, 7
31Z0WX, R, 3, 7, 2, 7
S6712X, B, 4, 7, 2, 7
31Z0WX, R, 3, 7, 2, 7
S6712X, G, 4, 14, 2, 7
31Z0WX, R, 3, 7, 2, 7
S6712X, Y, 4, 11, 2, 7
31Z0WX, R, 3, 7, 2, 7
STE00G, B, 4, 7, 2, 7
31Z0WX, R, 3, 7, 2, 7
STE00G, G, 4, 14, 2, 7
31Z0WX, R, 3, 7, 2, 7
STE00G, Y, 4, 11, 2, 7
31Z0WX, R, 3, 7, 2, 7
TWGO8A, B, 4, 7, 2, 7
31Z0WX, R, 3, 7, 2, 7
TWGO8A, Y, 4, 11, 2, 7
31Z0WX, R, 3, 7, 2, 7
US40UL, B, 4, 7, 2, 7
31Z0WX, R, 3, 7, 2, 7
US40UL, Y, 4, 11, 2, 7
31Z0WX, R, 3, 7, 2, 7
W61GK1, B, 4, 7, 2, 7
31Z0WX, R, 3, 7, 2, 7
W61GK1, R, 4, 7, 2, 7
31Z0WX, R, 3, 7, 2, 7
W61GK1, Y, 4, 11, 2, 7
31Z0WX, R, 3, 7, 2, 7
XI2AYM, B, 4, 7, 2, 7
31Z0WX, R, 3, 7, 2, 7
XI2AYM, Y, 4, 11, 2, 7
31Z0WX, R, 3, 7, 2, 7
8R6FXF, R, 2, 7, 7, 10
31Z0WX, Y, 3, inf, 7, 10
9CY2PD, B, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
9CY2PD, G, 4, 17, 7, 10
31Z0WX, Y, 3, 10, 7, 10
9CY2PD, Y, 4, 14, 7, 10
31Z0WX, Y, 3, 10, 7, 10
9UVODX, B, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
9UVODX, G, 4, 17, 7, 10
31Z0WX, Y, 3, 10, 7, 10
DNW5WH, B, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
DNW5WH, R, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
DNW5WH, Y, 4, 14, 7, 10
31Z0WX, Y, 3, 10, 7, 10
ECOZUU, B, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
ECOZUU, G, 4, 17, 7, 10
31Z0WX, Y, 3, 10, 7, 10
ECOZUU, Y, 4, 14, 7, 10
31Z0WX, Y, 3, 10, 7, 10
GJ9DGA, B, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
GJ9DGA, G, 4, 17, 7, 10
31Z0WX, Y, 3, 10, 7, 10
GJ9DGA, R, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
KT9A9E, B, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
LE239A, B, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
LE239A, Y, 4, 14, 7, 10
31Z0WX, Y, 3, 10, 7, 10
M8HDRJ, B, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
M8HDRJ, R, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
NJ5QCS, B, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
NJ5QCS, R, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
NJ5QCS, Y, 4, 14, 7, 10
31Z0WX, Y, 3, 10, 7, 10
QCVGNN, B, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
QCVGNN, G, 4, 17, 7, 10
31Z0WX, Y, 3, 10, 7, 10
QCVGNN, R, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
S6712X, B, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
S6712X, G, 4, 17, 7, 10
31Z0WX, Y, 3, 10, 7, 10
S6712X, R, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
STE00G, B, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
STE00G, G, 4, 17, 7, 10
31Z0WX, Y, 3, 10, 7, 10
STE00G, R, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
TWGO8A, B, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
TWGO8A, Y, 4, 14, 7, 10
31Z0WX, Y, 3, 10, 7, 10
US40UL, B, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
US40UL, Y, 4, 14, 7, 10
31Z0WX, Y, 3, 10, 7, 10
W61GK1, B, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
W61GK1, R, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
W61GK1, Y, 4, 14, 7, 10
31Z0WX, Y, 3, 10, 7, 10
XI2AYM, B, 4, 10, 7, 10
31Z0WX, Y, 3, 10, 7, 10
8R6FXF, R, 2, 10, 7, 10
7MBB7Q, G, 1, 10, 2, 10
8R6FXF, Y, 2, -inf, 2, 10
31Z0WX, B, 3, inf, 2, 10
9CY2PD, B, 4, 3, 2, 10
31Z0WX, B, 3, 3, 2, 3
9CY2PD, G, 4, 10, 2, 3
31Z0WX, B, 3, 3, 2, 3
9UVODX, G, 4, 10, 2, 3
31Z0WX, B, 3, 3, 2, 3
9UVODX, R, 4, 3, 2, 3
31Z0WX, B, 3, 3, 2, 3
DNW5WH, B, 4, 3, 2, 3
31Z0WX, B, 3, 3, 2, 3
DNW5WH, R, 4, 3, 2, 3
31Z0WX, B, 3, 3, 2, 3
DNW5WH, Y, 4, 7, 2, 3
31Z0WX, B, 3, 3, 2, 3
ECOZUU, B, 4, 3, 2, 3
31Z0WX, B, 3, 3, 2, 3
ECOZUU, G, 4, 10, 2, 3
31Z0WX, B, 3, 3, 2, 3
ECOZUU, R, 4, 3, 2, 3
31Z0WX, B, 3, 3, 2, 3
GJ9DGA, G, 4, 10, 2, 3
31Z0WX, B, 3, 3, 2, 3
GJ9DGA, R, 4, 3, 2, 3
31Z0WX, B, 3, 3, 2, 3
GJ9DGA, Y, 4, 7, 2, 3
31Z0WX, B, 3, 3, 2, 3
KT9A9E, R, 4, 3, 2, 3
31Z0WX, B, 3, 3, 2, 3
LE239A, B, 4, 3, 2, 3
31Z0WX, B, 3, 3, 2, 3
LE239A, Y, 4, 7, 2, 3
31Z0WX, B, 3, 3, 2, 3
M8HDRJ, R, 4, 3, 2, 3
31Z0WX, B, 3, 3, 2, 3
M8HDRJ, Y, 4, 7, 2, 3
31Z0WX, B, 3, 3, 2, 3
NJ5QCS, B, 4, 3, 2, 3
31Z0WX, B, 3, 3, 2, 3
NJ5QCS, R, 4, 3, 2, 3
31Z0WX, B, 3, 3, 2, 3
NJ5QCS, Y, 4, 7, 2, 3
31Z0WX, B, 3, 3, 2, 3
QCVGNN, G, 4, 10, 2, 3
31Z0WX, B, 3, 3, 2, 3
QCVGNN, R, 4, 3, 2, 3
31Z0WX, B, 3, 3, 2, 3
QCVGNN, Y, 4, 7, 2, 3
