39KZHL, G, 0, -inf, -inf, inf
T0YVAQ, B, 4, -9, -15, -14
89OO3B, O, 3, -14, -15, -14
T0YVAQ, P, 4, -10, -15, -14
89OO3B, O, 3, -14, -15, -14
T0YVAQ, R, 4, -14, -15, -14
89OO3B, O, 3, -14, -15, -14
TGRO2Z, B, 4, -9, -15, -14
89OO3B, O, 3, -14, -15, -14
TGRO2Z, G, 4, -2, -15, -14
89OO3B, O, 3, -14, -15, -14
TGRO2Z, O, 4, -13, -15, -14
89OO3B, O, 3, -14, -15, -14
TGRO2Z, P, 4, -10, -15, -14
89OO3B, O, 3, -14, -15, -14
TGRO2Z, R, 4, -14, -15, -14
89OO3B, O, 3, -14, -15, -14
U1DPGK, O, 4, -13, -15, -14
89OO3B, O, 3, -14, -15, -14
U1DPGK, P, 4, -10, -15, -14
89OO3B, O, 3, -14, -15, -14
U1DPGK, R, 4, -14, -15, -14
89OO3B, O, 3, -14, -15, -14
U1DPGK, Y, 4, -14, -15, -14
89OO3B, O, 3, -14, -15, -14
U6W77E, O, 4, -13, -15, -14
89OO3B, O, 3, -14, -15, -14
U6W77E, P, 4, -10, -15, -14
89OO3B, O, 3, -14, -15, -14
U6W77E, R, 4, -14, -15, -14
89OO3B, O, 3, -14, -15, -14
U6W77E, Y, 4, -14, -15, -14
89OO3B, O, 3, -14, -15, -14
W6ZCF0, B, 4, -9, -15, -14
89OO3B, O, 3, -14, -15, -14
W6ZCF0, G, 4, -2, -15, -14
89OO3B, O, 3, -14, -15, -14
W6ZCF0, O, 4, -13, -15, -14
89OO3B, O, 3, -14, -15, -14
W6ZCF0, P, 4, -10, -15, -14
89OO3B, O, 3, -14, -15, -14
W6ZCF0, R, 4, -14, -15, -14
89OO3B, O, 3, -14, -15, -14
ZWHEJ4, G, 4, -2, -15, -14
89OO3B, O, 3, -14, -15, -14
ZWHEJ4, O, 4, -13, -15, -14
89OO3B, O, 3, -14, -15, -14
ZWHEJ4, P, 4, -10, -15, -14
89OO3B, O, 3, -14, -15, -14
ZWHEJ4, R, 4, -14, -15, -14
89OO3B, O, 3, -14, -15, -14
RIGQBQ, Y, 2, -14, -14, -9
89OO3B, P, 3, inf, -14, -9
ALDU5F, G, 4, 3, -14, -9
89OO3B, P, 3, 3, -14, -9
ALDU5F, O, 4, -8, -14, -9
89OO3B, P, 3, -8, -14, -9
ALDU5F, P, 4, -5, -14, -9
89OO3B, P, 3, -8, -14, -9
ALDU5F, R, 4, -9, -14, -9
89OO3B, P, 3, -9, -14, -9
ALDU5F, Y, 4, -9, -14, -9
89OO3B, P, 3, -9, -14, -9
F3HQ9T, B, 4, -4, -14, -9
89OO3B, P, 3, -9, -14, -9
F3HQ9T, O, 4, -8, -14, -9
89OO3B, P, 3, -9, -14, -9
F3HQ9T, P, 4, -5, -14, -9
89OO3B, P, 3, -9, -14, -9
F3HQ9T, R, 4, -9, -14, -9
89OO3B, P, 3, -9, -14, -9
F3HQ9T, Y, 4, -9, -14, -9
89OO3B, P, 3, -9, -14, -9
I6XTP9, B, 4, -4, -14, -9
89OO3B, P, 3, -9, -14, -9
I6XTP9, G, 4, 3, -14, -9
89OO3B, P, 3, -9, -14, -9
I6XTP9, O, 4, -8, -14, -9
89OO3B, P, 3, -9, -14, -9
I6XTP9, R, 4, -9, -14, -9
89OO3B, P, 3, -9, -14, -9
I6XTP9, Y, 4, -9, -14, -9
89OO3B, P, 3, -9, -14, -9
J3S4LL, B, 4, -4, -14, -9
89OO3B, P, 3, -9, -14, -9
J3S4LL, G, 4, 3, -14, -9
89OO3B, P, 3, -9, -14, -9
J3S4LL, O, 4, -8, -14, -9
89OO3B, P, 3, -9, -14, -9
J3S4LL, Y, 4, -9, -14, -9
89OO3B, P, 3, -9, -14, -9
JU9EUZ, B, 4, -4, -14, -9
89OO3B, P, 3, -9, -14, -9
JU9EUZ, G, 4, 3, -14, -9
89OO3B, P, 3, -9, -14, -9
JU9EUZ, O, 4, -8, -14, -9
89OO3B, P, 3, -9, -14, -9
JU9EUZ, P, 4, -5, -14, -9
89OO3B, P, 3, -9, -14, -9
JU9EUZ, R, 4, -9, -14, -9
89OO3B, P, 3, -9, -14, -9
S9OGAW, B, 4, -4, -14, -9
89OO3B, P, 3, -9, -14, -9
S9OGAW, O, 4, -8, -14, -9
89OO3B, P, 3, -9, -14, -9
S9OGAW, P, 4, -5, -14, -9
89OO3B, P, 3, -9, -14, -9
S9OGAW, R, 4, -9, -14, -9
89OO3B, P, 3, -9, -14, -9
T0YVAQ, B, 4, -4, -14, -9
89OO3B, P, 3, -9, -14, -9
T0YVAQ, O, 4, -8, -14, -9
89OO3B, P, 3, -9, -14, -9
T0YVAQ, R, 4, -9, -14, -9
89OO3B, P, 3, -9, -14, -9
TGRO2Z, B, 4, -4, -14, -9
89OO3B, P, 3, -9, -14, -9
TGRO2Z, G, 4, 3, -14, -9
89OO3B, P, 3, -9, -14, -9
TGRO2Z, O, 4, -8, -14, -9
89OO3B, P, 3, -9, -14, -9
TGRO2Z, P, 4, -5, -14, -9
89OO3B, P, 3, -9, -14, -9
TGRO2Z, R, 4, -9, -14, -9
89OO3B, P, 3, -9, -14, -9
U1DPGK, O, 4, -8, -14, -9
89OO3B, P, 3, -9, -14, -9
U1DPGK, P, 4, -5, -14, -9
89OO3B, P, 3, -9, -14, -9
U1DPGK, R, 4, -9, -14, -9
89OO3B, P, 3, -9, -14, -9
U1DPGK, Y, 4, -9, -14, -9
89OO3B, P, 3, -9, -14, -9
U6W77E, O, 4, -8, -14, -9
89OO3B, P, 3, -9, -14, -9
U6W77E, P, 4, -5, -14, -9
89OO3B, P, 3, -9, -14, -9
U6W77E, R, 4, -9, -14, -9
89OO3B, P, 3, -9, -14, -9
U6W77E, Y, 4, -9, -14, -9
89OO3B, P, 3, -9, -14, -9
W6ZCF0, B, 4, -4, -14, -9
89OO3B, P, 3, -9, -14, -9
W6ZCF0, G, 4, 3, -14, -9
89OO3B, P, 3, -9, -14, -9
W6ZCF0, O, 4, -8, -14, -9
89OO3B, P, 3, -9, -14, -9
W6ZCF0, P, 4, -5, -14, -9
89OO3B, P, 3, -9, -14, -9
W6ZCF0, R, 4, -9, -14, -9
89OO3B, P, 3, -9, -14, -9
ZWHEJ4, G, 4, 3, -14, -9
89OO3B, P, 3, -9, -14, -9
ZWHEJ4, O, 4, -8, -14, -9
89OO3B, P, 3, -9, -14, -9
ZWHEJ4, P, 4, -5, -14, -9
89OO3B, P, 3, -9, -14, -9
ZWHEJ4, R, 4, -9, -14, -9
89OO3B, P, 3, -9, -14, -9
RIGQBQ, Y, 2, -9, -14, -9
1O7SKL, B, 1, -9, -inf, -9
S9OGAW, B, 2, -inf, -inf, -9
89OO3B, G, 3, inf, -inf, -9
ALDU5F, G, 4, 2, -inf, -9
89OO3B, G, 3, 2, -inf, -9
ALDU5F, O, 4, -9, -inf, -9
89OO3B, G, 3, -9, -inf, -9
ALDU5F, P, 4, -6, -inf, -9
89OO3B, G, 3, -9, -inf, -9
ALDU5F, R, 4, -10, -inf, -9
89OO3B, G, 3, -10, -inf, -10
ALDU5F, Y, 4, -10, -inf, -10
89OO3B, G, 3, -10, -inf, -10
E7ZCEJ, G, 4, 2, -inf, -10
89OO3B, G, 3, -10, -inf, -10
E7ZCEJ, O, 4, -9, -inf, -10
89OO3B, G, 3, -10, -inf, -10
E7ZCEJ, P, 4, -6, -inf, -10
89OO3B, G, 3, -10, -inf, -10
E7ZCEJ, R, 4, -10, -inf, -10
89OO3B, G, 3, -10, -inf, -10
E7ZCEJ, Y, 4, -10, -inf, -10
89OO3B, G, 3, -10, -inf, -10
F3HQ9T, B, 4, -5, -inf, -10
89OO3B, G, 3, -10, -inf, -10
F3HQ9T, O, 4, -9, -inf, -10
89OO3B, G, 3, -10, -inf, -10
F3HQ9T, P, 4, -6, -inf, -10
89OO3B, G, 3, -10, -inf, -10
F3HQ9T, R, 4, -10, -inf, -10
89OO3B, G, 3, -10, -inf, -10
F3HQ9T, Y, 4, -10, -inf, -10
89OO3B, G, 3, -10, -inf, -10
I6XTP9, B, 4, -5, -inf, -10
89OO3B, G, 3, -10, -inf, -10
I6XTP9, O, 4, -9, -inf, -10
89OO3B, G, 3, -10, -inf, -10
I6XTP9, P, 4, -6, -inf, -10
89OO3B, G, 3, -10, -inf, -10
I6XTP9, R, 4, -10, -inf, -10
89OO3B, G, 3, -10, -inf, -10
I6XTP9, Y, 4, -10, -inf, -10
89OO3B, G, 3, -10, -inf, -10
J3S4LL, O, 4, -9, -inf, -10
89OO3B, G, 3, -10, -inf, -10
J3S4LL, P, 4, -6, -inf, -10
89OO3B, G, 3, -10, -inf, -10
J3S4LL, Y, 4, -10, -inf, -10
89OO3B, G, 3, -10, -inf, -10
RIGQBQ, O, 4, -9, -inf, -10
89OO3B, G, 3, -10, -inf, -10
RIGQBQ, P, 4, -6, -inf, -10
89OO3B, G, 3, -10, -inf, -10
RIGQBQ, R, 4, -10, -inf, -10
89OO3B, G, 3, -10, -inf, -10
RIGQBQ, Y, 4, -10, -inf, -10
89OO3B, G, 3, -10, -inf, -10
T0YVAQ, B, 4, -5, -inf, -10
89OO3B, G, 3, -10, -inf, -10
T0YVAQ, O, 4, -9, -inf, -10
89OO3B, G, 3, -10, -inf, -10
T0YVAQ, P, 4, -6, -inf, -10
89OO3B, G, 3, -10, -inf, -10
T0YVAQ, R, 4, -10, -inf, -10
89OO3B, G, 3, -10, -inf, -10
T0YVAQ, Y, 4, -10, -inf, -10
89OO3B, G, 3, -10, -inf, -10
U1DPGK, O, 4, -9, -inf, -10
89OO3B, G, 3, -10, -inf, -10
U1DPGK, P, 4, -6, -inf, -10
89OO3B, G, 3, -10, -inf, -10
U1DPGK, R, 4, -10, -inf, -10
89OO3B, G, 3, -10, -inf, -10
U1DPGK, Y, 4, -10, -inf, -10
89OO3B, G, 3, -10, -inf, -10
U6W77E, O, 4, -9, -inf, -10
89OO3B, G, 3, -10, -inf, -10
U6W77E, P, 4, -6, -inf, -10
89OO3B, G, 3, -10, -inf, -10
U6W77E, R, 4, -10, -inf, -10
89OO3B, G, 3, -10, -inf, -10
U6W77E, Y, 4, -10, -inf, -10
89OO3B, G, 3, -10, -inf, -10
W6ZCF0, G, 4, 2, -inf, -10
89OO3B, G, 3, -10, -inf, -10
W6ZCF0, O, 4, -9, -inf, -10
89OO3B, G, 3, -10, -inf, -10
W6ZCF0, P, 4, -6, -inf, -10
89OO3B, G, 3, -10, -inf, -10
W6ZCF0, R, 4, -10, -inf, -10
89OO3B, G, 3, -10, -inf, -10
W6ZCF0, Y, 4, -10, -inf, -10
89OO3B, G, 3, -10, -inf, -10
ZWHEJ4, G, 4, 2, -inf, -10
89OO3B, G, 3, -10, -inf, -10
ZWHEJ4, O, 4, -9, -inf, -10
89OO3B, G, 3, -10, -inf, -10
ZWHEJ4, P, 4, -6, -inf, -10
89OO3B, G, 3, -10, -inf, -10
ZWHEJ4, R, 4, -10, -inf, -10
89OO3B, G, 3, -10, -inf, -10
ZWHEJ4, Y, 4, -10, -inf, -10
89OO3B, G, 3, -10, -inf, -10
S9OGAW, B, 2, -10, -10, -9
89OO3B, O, 3, inf, -10, -9
ALDU5F, G, 4, 3, -10, -9
89OO3B, O, 3, 3, -10, -9
ALDU5F, O, 4, -8, -10, -9
89OO3B, O, 3, -8, -10, -9
ALDU5F, P, 4, -5, -10, -9
89OO3B, O, 3, -8, -10, -9
ALDU5F, R, 4, -9, -10, -9
89OO3B, O, 3, -9, -10, -9
ALDU5F, Y, 4, -9, -10, -9
89OO3B, O, 3, -9, -10, -9
E7ZCEJ, G, 4, 3, -10, -9
89OO3B, O, 3, -9, -10, -9
E7ZCEJ, O, 4, -8, -10, -9
89OO3B, O, 3, -9, -10, -9
E7ZCEJ, P, 4, -5, -10, -9
89OO3B, O, 3, -9, -10, -9
E7ZCEJ, R, 4, -9, -10, -9
89OO3B, O, 3, -9, -10, -9
E7ZCEJ, Y, 4, -9, -10, -9
89OO3B, O, 3, -9, -10, -9
F3HQ9T, B, 4, -4, -10, -9
89OO3B, O, 3, -9, -10, -9
F3HQ9T, O, 4, -8, -10, -9
89OO3B, O, 3, -9, -10, -9
F3HQ9T, P, 4, -5, -10, -9
89OO3B, O, 3, -9, -10, -9
F3HQ9T, R, 4, -9, -10, -9
89OO3B, O, 3, -9, -10, -9
F3HQ9T, Y, 4, -9, -10, -9
89OO3B, O, 3, -9, -10, -9
I6XTP9, B, 4, -4, -10, -9
89OO3B, O, 3, -9, -10, -9
I6XTP9, G, 4, 3, -10, -9
89OO3B, O, 3, -9, -10, -9
I6XTP9, P, 4, -5, -10, -9
89OO3B, O, 3, -9, -10, -9
I6XTP9, R, 4, -9, -10, -9
89OO3B, O, 3, -9, -10, -9
I6XTP9, Y, 4, -9, -10, -9
89OO3B, O, 3, -9, -10, -9
J3S4LL, G, 4, 3, -10, -9
89OO3B, O, 3, -9, -10, -9
J3S4LL, P, 4, -5, -10, -9
89OO3B, O, 3, -9, -10, -9
J3S4LL, Y, 4, -9, -10, -9
89OO3B, O, 3, -9, -10, -9
RIGQBQ, G, 4, 3, -10, -9
89OO3B, O, 3, -9, -10, -9
RIGQBQ, P, 4, -5, -10, -9
89OO3B, O, 3, -9, -10, -9
RIGQBQ, R, 4, -9, -10, -9
89OO3B, O, 3, -9, -10, -9
RIGQBQ, Y, 4, -9, -10, -9
89OO3B, O, 3, -9, -10, -9
T0YVAQ, B, 4, -4, -10, -9
89OO3B, O, 3, -9, -10, -9
T0YVAQ, P, 4, -5, -10, -9
89OO3B, O, 3, -9, -10, -9
T0YVAQ, R, 4, -9, -10, -9
89OO3B, O, 3, -9, -10, -9
T0YVAQ, Y, 4, -9, -10, -9
89OO3B, O, 3, -9, -10, -9
U1DPGK, O, 4, -8, -10, -9
89OO3B, O, 3, -9, -10, -9
U1DPGK, P, 4, -5, -10, -9
89OO3B, O, 3, -9, -10, -9
U1DPGK, R, 4, -9, -10, -9
89OO3B, O, 3, -9, -10, -9
U1DPGK, Y, 4, -9, -10, -9
89OO3B, O, 3, -9, -10, -9
U6W77E, O, 4, -8, -10, -9
89OO3B, O, 3, -9, -10, -9
U6W77E, P, 4, -5, -10, -9
89OO3B, O, 3, -9, -10, -9
U6W77E, R, 4, -9, -10, -9
89OO3B, O, 3, -9, -10, -9
U6W77E, Y, 4, -9, -10, -9
89OO3B, O, 3, -9, -10, -9
W6ZCF0, G, 4, 3, -10, -9
89OO3B, O, 3, -9, -10, -9
W6ZCF0, O, 4, -8, -10, -9
89OO3B, O, 3, -9, -10, -9
W6ZCF0, P, 4, -5, -10, -9
89OO3B, O, 3, -9, -10, -9
W6ZCF0, R, 4, -9, -10, -9
89OO3B, O, 3, -9, -10, -9
W6ZCF0, Y, 4, -9, -10, -9
89OO3B, O, 3, -9, -10, -9
ZWHEJ4, G, 4, 3, -10, -9
89OO3B, O, 3, -9, -10, -9
ZWHEJ4, O, 4, -8, -10, -9
89OO3B, O, 3, -9, -10, -9
ZWHEJ4, P, 4, -5, -10, -9
89OO3B, O, 3, -9, -10, -9
ZWHEJ4, R, 4, -9, -10, -9
89OO3B, O, 3, -9, -10, -9
ZWHEJ4, Y, 4, -9, -10, -9
89OO3B, O, 3, -9, -10, -9
S9OGAW, B, 2, -9, -10, -9
1O7SKL, B, 1, -9, -inf, -9
S9OGAW, O, 2, -inf, -inf, -9
89OO3B, G, 3, inf, -inf, -9
ALDU5F, G, 4, -2, -inf, -9
89OO3B, G, 3, -2, -inf, -9
ALDU5F, O, 4, -13, -inf, -9
89OO3B, G, 3, -13, -inf, -13
ALDU5F, P, 4, -10, -inf, -13
89OO3B, G, 3, -13, -inf, -13
ALDU5F, R, 4, -14, -inf, -13
89OO3B, G, 3, -14, -inf, -14
ALDU5F, Y, 4, -14, -inf, -14
89OO3B, G, 3, -14, -inf, -14
E7ZCEJ, B, 4, -9, -inf, -14
89OO3B, G, 3, -14, -inf, -14
E7ZCEJ, G, 4, -2, -inf, -14
89OO3B, G, 3, -14, -inf, -14
E7ZCEJ, P, 4, -10, -inf, -14
89OO3B, G, 3, -14, -inf, -14
E7ZCEJ, R, 4, -14, -inf, -14
89OO3B, G, 3, -14, -inf, -14
E7ZCEJ, Y, 4, -14, -inf, -14
89OO3B, G, 3, -14, -inf, -14
F3HQ9T, B, 4, -9, -inf, -14
89OO3B, G, 3, -14, -inf, -14
F3HQ9T, O, 4, -13, -inf, -14
89OO3B, G, 3, -14, -inf, -14
F3HQ9T, P, 4, -10, -inf, -14
89OO3B, G, 3, -14, -inf, -14
F3HQ9T, R, 4, -14, -inf, -14
89OO3B, G, 3, -14, -inf, -14
F3HQ9T, Y, 4, -14, -inf, -14
89OO3B, G, 3, -14, -inf, -14
I6XTP9, B, 4, -9, -inf, -14
89OO3B, G, 3, -14, -inf, -14
I6XTP9, O, 4, -13, -inf, -14
89OO3B, G, 3, -14, -inf, -14
I6XTP9, P, 4, -10, -inf, -14
89OO3B, G, 3, -14, -inf, -14
I6XTP9, R, 4, -14, -inf, -14
89OO3B, G, 3, -14, -inf, -14
I6XTP9, Y, 4, -14, -inf, -14
89OO3B, G, 3, -14, -inf, -14
J3S4LL, B, 4, -9, -inf, -14
89OO3B, G, 3, -14, -inf, -14
J3S4LL, P, 4, -10, -inf, -14
89OO3B, G, 3, -14, -inf, -14
J3S4LL, Y, 4, -14, -inf, -14
89OO3B, G, 3, -14, -inf, -14
RIGQBQ, P, 4, -10, -inf, -14
89OO3B, G, 3, -14, -inf, -14
RIGQBQ, R, 4, -14, -inf, -14
89OO3B, G, 3, -14, -inf, -14
RIGQBQ, Y, 4, -14, -inf, -14
89OO3B, G, 3, -14, -inf, -14
T0YVAQ, B, 4, -9, -inf, -14
89OO3B, G, 3, -14, -inf, -14
T0YVAQ, O, 4, -13, -inf, -14
89OO3B, G, 3, -14, -inf, -14
T0YVAQ, P, 4, -10, -inf, -14
89OO3B, G, 3, -14, -inf, -14
T0YVAQ, R, 4, -14, -inf, -14
89OO3B, G, 3, -14, -inf, -14
T0YVAQ, Y, 4, -14, -inf, -14
89OO3B, G, 3, -14, -inf, -14
U1DPGK, O, 4, -13, -inf, -14
89OO3B, G, 3, -14, -inf, -14
U1DPGK, P, 4, -10, -inf, -14
89OO3B, G, 3, -14, -inf, -14
U1DPGK, R, 4, -14, -inf, -14
89OO3B, G, 3, -14, -inf, -14
U1DPGK, Y, 4, -14, -inf, -14
89OO3B, G, 3, -14, -inf, -14
U6W77E, O, 4, -13, -inf, -14
89OO3B, G, 3, -14, -inf, -14
U6W77E, P, 4, -10, -inf, -14
89OO3B, G, 3, -14, -inf, -14
U6W77E, R, 4, -14, -inf, -14
89OO3B, G, 3, -14, -inf, -14
U6W77E, Y, 4, -14, -inf, -14
89OO3B, G, 3, -14, -inf, -14
W6ZCF0, B, 4, -9, -inf, -14
89OO3B, G, 3, -14, -inf, -14
W6ZCF0, G, 4, -2, -inf, -14
89OO3B, G, 3, -14, -inf, -14
W6ZCF0, P, 4, -10, -inf, -14
89OO3B, G, 3, -14, -inf, -14
W6ZCF0, R, 4, -14, -inf, -14
89OO3B, G, 3, -14, -inf, -14
W6ZCF0, Y, 4, -14, -inf, -14
89OO3B, G, 3, -14, -inf, -14
ZWHEJ4, G, 4, -2, -inf, -14
89OO3B, G, 3, -14, -inf, -14
ZWHEJ4, O, 4, -13, -inf, -14
89OO3B, G, 3, -14, -inf, -14
ZWHEJ4, P, 4, -10, -inf, -14
89OO3B, G, 3, -14, -inf, -14
ZWHEJ4, R, 4, -14, -inf, -14
89OO3B, G, 3, -14, -inf, -14
ZWHEJ4, Y, 4, -14, -inf, -14
89OO3B, G, 3, -14, -inf, -14
S9OGAW, O, 2, -14, -14, -9
89OO3B, O, 3, inf, -14, -9
ALDU5F, G, 4, -1, -14, -9
89OO3B, O, 3, -1, -14, -9
ALDU5F, O, 4, -12, -14, -9
89OO3B, O, 3, -12, -14, -12
ALDU5F, P, 4, -9, -14, -12
89OO3B, O, 3, -12, -14, -12
ALDU5F, R, 4, -13, -14, -12
89OO3B, O, 3, -13, -14, -13
ALDU5F, Y, 4, -13, -14, -13
89OO3B, O, 3, -13, -14, -13
E7ZCEJ, B, 4, -8, -14, -13
89OO3B, O, 3, -13, -14, -13
E7ZCEJ, G, 4, -1, -14, -13
89OO3B, O, 3, -13, -14, -13
E7ZCEJ, P, 4, -9, -14, -13
89OO3B, O, 3, -13, -14, -13
E7ZCEJ, R, 4, -13, -14, -13
89OO3B, O, 3, -13, -14, -13
E7ZCEJ, Y, 4, -13, -14, -13
89OO3B, O, 3, -13, -14, -13
F3HQ9T, B, 4, -8, -14, -13
89OO3B, O, 3, -13, -14, -13
F3HQ9T, O, 4, -12, -14, -13
89OO3B, O, 3, -13, -14, -13
F3HQ9T, P, 4, -9, -14, -13
89OO3B, O, 3, -13, -14, -13
F3HQ9T, R, 4, -13, -14, -13
89OO3B, O, 3, -13, -14, -13
F3HQ9T, Y, 4, -13, -14, -13
89OO3B, O, 3, -13, -14, -13
I6XTP9, B, 4, -8, -14, -13
89OO3B, O, 3, -13, -14, -13
I6XTP9, G, 4, -1, -14, -13
89OO3B, O, 3, -13, -14, -13
I6XTP9, P, 4, -9, -14, -13
89OO3B, O, 3, -13, -14, -13
I6XTP9, R, 4, -13, -14, -13
89OO3B, O, 3, -13, -14, -13
I6XTP9, Y, 4, -13, -14, -13
89OO3B, O, 3, -13, -14, -13
J3S4LL, B, 4, -8, -14, -13
89OO3B, O, 3, -13, -14, -13
J3S4LL, G, 4, -1, -14, -13
89OO3B, O, 3, -13, -14, -13
J3S4LL, P, 4, -9, -14, -13
89OO3B, O, 3, -13, -14, -13
J3S4LL, Y, 4, -13, -14, -13
89OO3B, O, 3, -13, -14, -13
RIGQBQ, G, 4, -1, -14, -13
89OO3B, O, 3, -13, -14, -13
RIGQBQ, P, 4, -9, -14, -13
89OO3B, O, 3, -13, -14, -13
RIGQBQ, R, 4, -13, -14, -13
89OO3B, O, 3, -13, -14, -13
RIGQBQ, Y, 4, -13, -14, -13
89OO3B, O, 3, -13, -14, -13
T0YVAQ, B, 4, -8, -14, -13
89OO3B, O, 3, -13, -14, -13
T0YVAQ, P, 4, -9, -14, -13
89OO3B, O, 3, -13, -14, -13
T0YVAQ, R, 4, -13, -14, -13
89OO3B, O, 3, -13, -14, -13
T0YVAQ, Y, 4, -13, -14, -13
89OO3B, O, 3, -13, -14, -13
U1DPGK, O, 4, -12, -14, -13
89OO3B, O, 3, -13, -14, -13
U1DPGK, P, 4, -9, -14, -13
89OO3B, O, 3, -13, -14, -13
U1DPGK, R, 4, -13, -14, -13
89OO3B, O, 3, -13, -14, -13
U1DPGK, Y, 4, -13, -14, -13
89OO3B, O, 3, -13, -14, -13
U6W77E, O, 4, -12, -14, -13
89OO3B, O, 3, -13, -14, -13
U6W77E, P, 4, -9, -14, -13
89OO3B, O, 3, -13, -14, -13
U6W77E, R, 4, -13, -14, -13
89OO3B, O, 3, -13, -14, -13
U6W77E, Y, 4, -13, -14, -13
89OO3B, O, 3, -13, -14, -13
W6ZCF0, B, 4, -8, -14, -13
89OO3B, O, 3, -13, -14, -13
W6ZCF0, G, 4, -1, -14, -13
89OO3B, O, 3, -13, -14, -13
W6ZCF0, P, 4, -9, -14, -13
89OO3B, O, 3, -13, -14, -13
W6ZCF0, R, 4, -13, -14, -13
89OO3B, O, 3, -13, -14, -13
W6ZCF0, Y, 4, -13, -14, -13
89OO3B, O, 3, -13, -14, -13
ZWHEJ4, G, 4, -1, -14, -13
89OO3B, O, 3, -13, -14, -13
ZWHEJ4, O, 4, -12, -14, -13
89OO3B, O, 3, -13, -14, -13
ZWHEJ4, P, 4, -9, -14, -13
89OO3B, O, 3, -13, -14, -13
ZWHEJ4, R, 4, -13, -14, -13
89OO3B, O, 3, -13, -14, -13
ZWHEJ4, Y, 4, -13, -14, -13
89OO3B, O, 3, -13, -14, -13
S9OGAW, O, 2, -13, -13, -9
89OO3B, P, 3, inf, -13, -9
ALDU5F, G, 4, 4, -13, -9
89OO3B, P, 3, 4, -13, -9
ALDU5F, O, 4, -7, -13, -9
89OO3B, P, 3, -7, -13, -9
ALDU5F, P, 4, -4, -13, -9
89OO3B, P, 3, -7, -13, -9
ALDU5F, R, 4, -8, -13, -9
89OO3B, P, 3, -8, -13, -9
ALDU5F, Y, 4, -8, -13, -9
89OO3B, P, 3, -8, -13, -9
E7ZCEJ, B, 4, -3, -13, -9
89OO3B, P, 3, -8, -13, -9
E7ZCEJ, G, 4, 4, -13, -9
89OO3B, P, 3, -8, -13, -9
E7ZCEJ, P, 4, -4, -13, -9
89OO3B, P, 3, -8, -13, -9
E7ZCEJ, R, 4, -8, -13, -9
89OO3B, P, 3, -8, -13, -9
E7ZCEJ, Y, 4, -8, -13, -9
89OO3B, P, 3, -8, -13, -9
F3HQ9T, B, 4, -3, -13, -9
89OO3B, P, 3, -8, -13, -9
F3HQ9T, O, 4, -7, -13, -9
89OO3B, P, 3, -8, -13, -9
F3HQ9T, P, 4, -4, -13, -9
89OO3B, P, 3, -8, -13, -9
F3HQ9T, R, 4, -8, -13, -9
89OO3B, P, 3, -8, -13, -9
F3HQ9T, Y, 4, -8, -13, -9
89OO3B, P, 3, -8, -13, -9
I6XTP9, B, 4, -3, -13, -9
89OO3B, P, 3, -8, -13, -9
I6XTP9, G, 4, 4, -13, -9
89OO3B, P, 3, -8, -13, -9
I6XTP9, O, 4, -7, -13, -9
89OO3B, P, 3, -8, -13, -9
I6XTP9, R, 4, -8, -13, -9
89OO3B, P, 3, -8, -13, -9
I6XTP9, Y, 4, -8, -13, -9
89OO3B, P, 3, -8, -13, -9
J3S4LL, B, 4, -3, -13, -9
89OO3B, P, 3, -8, -13, -9
J3S4LL, G, 4, 4, -13, -9
89OO3B, P, 3, -8, -13, -9
J3S4LL, Y, 4, -8, -13, -9
89OO3B, P, 3, -8, -13, -9
RIGQBQ, G, 4, 4, -13, -9
89OO3B, P, 3, -8, -13, -9
RIGQBQ, R, 4, -8, -13, -9
89OO3B, P, 3, -8, -13, -9
RIGQBQ, Y, 4, -8, -13, -9
89OO3B, P, 3, -8, -13, -9
T0YVAQ, B, 4, -3, -13, -9
89OO3B, P, 3, -8, -13, -9
T0YVAQ, O, 4, -7, -13, -9
89OO3B, P, 3, -8, -13, -9
T0YVAQ, R, 4, -8, -13, -9
89OO3B, P, 3, -8, -13, -9
T0YVAQ, Y, 4, -8, -13, -9
89OO3B, P, 3, -8, -13, -9
U1DPGK, O, 4, -7, -13, -9
89OO3B, P, 3, -8, -13, -9
U1DPGK, P, 4, -4, -13, -9
89OO3B, P, 3, -8, -13, -9
U1DPGK, R, 4, -8, -13, -9
89OO3B, P, 3, -8, -13, -9
U1DPGK, Y, 4, -8, -13, -9
89OO3B, P, 3, -8, -13, -9
U6W77E, O, 4, -7, -13, -9
89OO3B, P, 3, -8, -13, -9
U6W77E, P, 4, -4, -13, -9
89OO3B, P, 3, -8, -13, -9
U6W77E, R, 4, -8, -13, -9
89OO3B, P, 3, -8, -13, -9
U6W77E, Y, 4, -8, -13, -9
89OO3B, P, 3, -8, -13, -9
W6ZCF0, B, 4, -3, -13, -9
89OO3B, P, 3, -8, -13, -9
W6ZCF0, G, 4, 4, -13, -9
89OO3B, P, 3, -8, -13, -9
W6ZCF0, P, 4, -4, -13, -9
89OO3B, P, 3, -8, -13, -9
W6ZCF0, R, 4, -8, -13, -9
89OO3B, P, 3, -8, -13, -9
W6ZCF0, Y, 4, -8, -13, -9
89OO3B, P, 3, -8, -13, -9
ZWHEJ4, G, 4, 4, -13, -9
89OO3B, P, 3, -8, -13, -9
ZWHEJ4, O, 4, -7, -13, -9
89OO3B, P, 3, -8, -13, -9
