ZKDN7L, G, 0, -inf, -inf, inf
3EZBRQ, B, 3, -18, -inf, -18
O52HYD, P, 4, -16, -inf, -18
3EZBRQ, B, 3, -18, -inf, -18
O52HYD, R, 4, -15, -inf, -18
3EZBRQ, B, 3, -18, -inf, -18
O52HYD, Y, 4, -15, -inf, -18
3EZBRQ, B, 3, -18, -inf, -18
OAOHD4, B, 4, -14, -inf, -18
3EZBRQ, B, 3, -18, -inf, -18
OAOHD4, P, 4, -16, -inf, -18
3EZBRQ, B, 3, -18, -inf, -18
OAOHD4, R, 4, -15, -inf, -18
3EZBRQ, B, 3, -18, -inf, -18
OAOHD4, Y, 4, -15, -inf, -18
3EZBRQ, B, 3, -18, -inf, -18
UVUETX, B, 4, -14, -inf, -18
3EZBRQ, B, 3, -18, -inf, -18
UVUETX, G, 4, -18, -inf, -18
3EZBRQ, B, 3, -18, -inf, -18
UVUETX, P, 4, -16, -inf, -18
3EZBRQ, B, 3, -18, -inf, -18
UVUETX, Y, 4, -15, -inf, -18
3EZBRQ, B, 3, -18, -inf, -18
VKMURE, B, 4, -14, -inf, -18
3EZBRQ, B, 3, -18, -inf, -18
VKMURE, P, 4, -16, -inf, -18
3EZBRQ, B, 3, -18, -inf, -18
VKMURE, R, 4, -15, -inf, -18
3EZBRQ, B, 3, -18, -inf, -18
VKMURE, Y, 4, -15, -inf, -18
3EZBRQ, B, 3, -18, -inf, -18
VWMFU9, G, 4, -18, -inf, -18
3EZBRQ, B, 3, -18, -inf, -18
VWMFU9, P, 4, -16, -inf, -18
3EZBRQ, B, 3, -18, -inf, -18
VWMFU9, R, 4, -15, -inf, -18
3EZBRQ, B, 3, -18, -inf, -18
VWMFU9, Y, 4, -15, -inf, -18
3EZBRQ, B, 3, -18, -inf, -18
WQ4YKE, G, 4, -18, -inf, -18
3EZBRQ, B, 3, -18, -inf, -18
WQ4YKE, P, 4, -16, -inf, -18
3EZBRQ, B, 3, -18, -inf, -18
WQ4YKE, R, 4, -15, -inf, -18
3EZBRQ, B, 3, -18, -inf, -18
WQ4YKE, Y, 4, -15, -inf, -18
3EZBRQ, B, 3, -18, -inf, -18
WWN9BE, G, 2, -18, -18, -11
3EZBRQ, P, 3, inf, -18, -11
4X8BBI, G, 4, -15, -18, -11
3EZBRQ, P, 3, -15, -18, -15
4X8BBI, Y, 4, -12, -18, -15
3EZBRQ, P, 3, -15, -18, -15
67M6U8, B, 4, -11, -18, -15
3EZBRQ, P, 3, -15, -18, -15
67M6U8, P, 4, -13, -18, -15
3EZBRQ, P, 3, -15, -18, -15
67M6U8, R, 4, -12, -18, -15
3EZBRQ, P, 3, -15, -18, -15
67M6U8, Y, 4, -12, -18, -15
3EZBRQ, P, 3, -15, -18, -15
6EHM3Q, B, 4, -11, -18, -15
3EZBRQ, P, 3, -15, -18, -15
6EHM3Q, P, 4, -13, -18, -15
3EZBRQ, P, 3, -15, -18, -15
6EHM3Q, R, 4, -12, -18, -15
3EZBRQ, P, 3, -15, -18, -15
6EHM3Q, Y, 4, -12, -18, -15
3EZBRQ, P, 3, -15, -18, -15
6JY6KY, B, 4, -11, -18, -15
3EZBRQ, P, 3, -15, -18, -15
6JY6KY, P, 4, -13, -18, -15
3EZBRQ, P, 3, -15, -18, -15
6JY6KY, R, 4, -12, -18, -15
3EZBRQ, P, 3, -15, -18, -15
6JY6KY, Y, 4, -12, -18, -15
3EZBRQ, P, 3, -15, -18, -15
7OWM2Y, B, 4, -11, -18, -15
3EZBRQ, P, 3, -15, -18, -15
7OWM2Y, P, 4, -13, -18, -15
3EZBRQ, P, 3, -15, -18, -15
7OWM2Y, R, 4, -12, -18, -15
3EZBRQ, P, 3, -15, -18, -15
7OWM2Y, Y, 4, -12, -18, -15
3EZBRQ, P, 3, -15, -18, -15
90V1TB, G, 4, -15, -18, -15
3EZBRQ, P, 3, -15, -18, -15
90V1TB, P, 4, -13, -18, -15
3EZBRQ, P, 3, -15, -18, -15
90V1TB, R, 4, -12, -18, -15
3EZBRQ, P, 3, -15, -18, -15
90V1TB, Y, 4, -12, -18, -15
3EZBRQ, P, 3, -15, -18, -15
AZNZW6, P, 4, -13, -18, -15
3EZBRQ, P, 3, -15, -18, -15
AZNZW6, R, 4, -12, -18, -15
3EZBRQ, P, 3, -15, -18, -15
AZNZW6, Y, 4, -12, -18, -15
3EZBRQ, P, 3, -15, -18, -15
GMZI3J, B, 4, -11, -18, -15
3EZBRQ, P, 3, -15, -18, -15
GMZI3J, P, 4, -13, -18, -15
3EZBRQ, P, 3, -15, -18, -15
GMZI3J, R, 4, -12, -18, -15
3EZBRQ, P, 3, -15, -18, -15
GMZI3J, Y, 4, -12, -18, -15
3EZBRQ, P, 3, -15, -18, -15
HVF5GE, B, 4, -11, -18, -15
3EZBRQ, P, 3, -15, -18, -15
HVF5GE, G, 4, -15, -18, -15
3EZBRQ, P, 3, -15, -18, -15
HVF5GE, P, 4, -13, -18, -15
3EZBRQ, P, 3, -15, -18, -15
HVF5GE, Y, 4, -12, -18, -15
3EZBRQ, P, 3, -15, -18, -15
O52HYD, G, 4, -15, -18, -15
3EZBRQ, P, 3, -15, -18, -15
O52HYD, P, 4, -13, -18, -15
3EZBRQ, P, 3, -15, -18, -15
O52HYD, R, 4, -12, -18, -15
3EZBRQ, P, 3, -15, -18, -15
O52HYD, Y, 4, -12, -18, -15
3EZBRQ, P, 3, -15, -18, -15
OAOHD4, B, 4, -11, -18, -15
3EZBRQ, P, 3, -15, -18, -15
OAOHD4, P, 4, -13, -18, -15
3EZBRQ, P, 3, -15, -18, -15
OAOHD4, R, 4, -12, -18, -15
3EZBRQ, P, 3, -15, -18, -15
OAOHD4, Y, 4, -12, -18, -15
3EZBRQ, P, 3, -15, -18, -15
UVUETX, B, 4, -11, -18, -15
3EZBRQ, P, 3, -15, -18, -15
UVUETX, G, 4, -15, -18, -15
3EZBRQ, P, 3, -15, -18, -15
UVUETX, P, 4, -13, -18, -15
3EZBRQ, P, 3, -15, -18, -15
UVUETX, Y, 4, -12, -18, -15
3EZBRQ, P, 3, -15, -18, -15
VKMURE, B, 4, -11, -18, -15
3EZBRQ, P, 3, -15, -18, -15
VKMURE, P, 4, -13, -18, -15
3EZBRQ, P, 3, -15, -18, -15
VKMURE, R, 4, -12, -18, -15
3EZBRQ, P, 3, -15, -18, -15
VKMURE, Y, 4, -12, -18, -15
3EZBRQ, P, 3, -15, -18, -15
VWMFU9, G, 4, -15, -18, -15
3EZBRQ, P, 3, -15, -18, -15
VWMFU9, P, 4, -13, -18, -15
3EZBRQ, P, 3, -15, -18, -15
VWMFU9, R, 4, -12, -18, -15
3EZBRQ, P, 3, -15, -18, -15
VWMFU9, Y, 4, -12, -18, -15
3EZBRQ, P, 3, -15, -18, -15
WQ4YKE, B, 4, -11, -18, -15
3EZBRQ, P, 3, -15, -18, -15
WQ4YKE, G, 4, -15, -18, -15
3EZBRQ, P, 3, -15, -18, -15
WQ4YKE, R, 4, -12, -18, -15
3EZBRQ, P, 3, -15, -18, -15
WQ4YKE, Y, 4, -12, -18, -15
3EZBRQ, P, 3, -15, -18, -15
WWN9BE, G, 2, -15, -15, -11
3EZBRQ, R, 3, inf, -15, -11
4X8BBI, G, 4, -15, -15, -11
3EZBRQ, R, 3, -15, -15, -11
WWN9BE, G, 2, -15, -15, -11
3EZBRQ, Y, 3, inf, -15, -11
4X8BBI, G, 4, -12, -15, -11
3EZBRQ, Y, 3, -12, -15, -12
4X8BBI, P, 4, -10, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
67M6U8, B, 4, -8, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
67M6U8, P, 4, -10, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
67M6U8, R, 4, -9, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
67M6U8, Y, 4, -9, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
6EHM3Q, B, 4, -8, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
6EHM3Q, P, 4, -10, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
6EHM3Q, R, 4, -9, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
6EHM3Q, Y, 4, -9, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
6JY6KY, B, 4, -8, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
6JY6KY, P, 4, -10, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
6JY6KY, R, 4, -9, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
6JY6KY, Y, 4, -9, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
7OWM2Y, B, 4, -8, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
7OWM2Y, P, 4, -10, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
7OWM2Y, R, 4, -9, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
7OWM2Y, Y, 4, -9, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
90V1TB, G, 4, -12, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
90V1TB, P, 4, -10, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
90V1TB, R, 4, -9, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
90V1TB, Y, 4, -9, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
AZNZW6, P, 4, -10, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
AZNZW6, R, 4, -9, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
AZNZW6, Y, 4, -9, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
GMZI3J, B, 4, -8, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
GMZI3J, P, 4, -10, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
GMZI3J, R, 4, -9, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
GMZI3J, Y, 4, -9, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
HVF5GE, B, 4, -8, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
HVF5GE, G, 4, -12, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
HVF5GE, P, 4, -10, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
HVF5GE, Y, 4, -9, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
O52HYD, G, 4, -12, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
O52HYD, P, 4, -10, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
O52HYD, R, 4, -9, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
O52HYD, Y, 4, -9, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
OAOHD4, B, 4, -8, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
OAOHD4, P, 4, -10, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
OAOHD4, R, 4, -9, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
OAOHD4, Y, 4, -9, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
UVUETX, B, 4, -8, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
UVUETX, G, 4, -12, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
UVUETX, P, 4, -10, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
UVUETX, Y, 4, -9, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
VKMURE, B, 4, -8, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
VKMURE, P, 4, -10, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
VKMURE, R, 4, -9, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
VKMURE, Y, 4, -9, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
VWMFU9, G, 4, -12, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
VWMFU9, P, 4, -10, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
VWMFU9, R, 4, -9, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
VWMFU9, Y, 4, -9, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
WQ4YKE, B, 4, -8, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
WQ4YKE, G, 4, -12, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
WQ4YKE, P, 4, -10, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
WQ4YKE, R, 4, -9, -15, -12
3EZBRQ, Y, 3, -12, -15, -12
WWN9BE, G, 2, -12, -12, -11
4X8BBI, G, 3, inf, -12, -11
3EZBRQ, B, 4, -7, -12, -11
4X8BBI, G, 3, -7, -12, -11
3EZBRQ, P, 4, -9, -12, -11
4X8BBI, G, 3, -9, -12, -11
3EZBRQ, R, 4, -8, -12, -11
4X8BBI, G, 3, -9, -12, -11
3EZBRQ, Y, 4, -8, -12, -11
4X8BBI, G, 3, -9, -12, -11
67M6U8, B, 4, -7, -12, -11
4X8BBI, G, 3, -9, -12, -11
67M6U8, P, 4, -9, -12, -11
4X8BBI, G, 3, -9, -12, -11
67M6U8, R, 4, -8, -12, -11
4X8BBI, G, 3, -9, -12, -11
67M6U8, Y, 4, -8, -12, -11
4X8BBI, G, 3, -9, -12, -11
6EHM3Q, B, 4, -7, -12, -11
4X8BBI, G, 3, -9, -12, -11
6EHM3Q, P, 4, -9, -12, -11
4X8BBI, G, 3, -9, -12, -11
6EHM3Q, R, 4, -8, -12, -11
4X8BBI, G, 3, -9, -12, -11
6EHM3Q, Y, 4, -8, -12, -11
4X8BBI, G, 3, -9, -12, -11
6JY6KY, B, 4, -7, -12, -11
4X8BBI, G, 3, -9, -12, -11
6JY6KY, P, 4, -9, -12, -11
4X8BBI, G, 3, -9, -12, -11
6JY6KY, R, 4, -8, -12, -11
4X8BBI, G, 3, -9, -12, -11
6JY6KY, Y, 4, -8, -12, -11
4X8BBI, G, 3, -9, -12, -11
7OWM2Y, B, 4, -7, -12, -11
4X8BBI, G, 3, -9, -12, -11
7OWM2Y, P, 4, -9, -12, -11
4X8BBI, G, 3, -9, -12, -11
7OWM2Y, R, 4, -8, -12, -11
4X8BBI, G, 3, -9, -12, -11
7OWM2Y, Y, 4, -8, -12, -11
4X8BBI, G, 3, -9, -12, -11
90V1TB, G, 4, -11, -12, -11
4X8BBI, G, 3, -11, -12, -11
90V1TB, P, 4, -9, -12, -11
4X8BBI, G, 3, -11, -12, -11
90V1TB, R, 4, -8, -12, -11
4X8BBI, G, 3, -11, -12, -11
90V1TB, Y, 4, -8, -12, -11
4X8BBI, G, 3, -11, -12, -11
AZNZW6, P, 4, -9, -12, -11
4X8BBI, G, 3, -11, -12, -11
AZNZW6, R, 4, -8, -12, -11
4X8BBI, G, 3, -11, -12, -11
AZNZW6, Y, 4, -8, -12, -11
4X8BBI, G, 3, -11, -12, -11
GMZI3J, B, 4, -7, -12, -11
4X8BBI, G, 3, -11, -12, -11
GMZI3J, P, 4, -9, -12, -11
4X8BBI, G, 3, -11, -12, -11
GMZI3J, R, 4, -8, -12, -11
4X8BBI, G, 3, -11, -12, -11
GMZI3J, Y, 4, -8, -12, -11
4X8BBI, G, 3, -11, -12, -11
HVF5GE, B, 4, -7, -12, -11
4X8BBI, G, 3, -11, -12, -11
HVF5GE, G, 4, -11, -12, -11
4X8BBI, G, 3, -11, -12, -11
HVF5GE, P, 4, -9, -12, -11
4X8BBI, G, 3, -11, -12, -11
HVF5GE, Y, 4, -8, -12, -11
4X8BBI, G, 3, -11, -12, -11
O52HYD, G, 4, -11, -12, -11
4X8BBI, G, 3, -11, -12, -11
O52HYD, P, 4, -9, -12, -11
4X8BBI, G, 3, -11, -12, -11
O52HYD, R, 4, -8, -12, -11
4X8BBI, G, 3, -11, -12, -11
O52HYD, Y, 4, -8, -12, -11
4X8BBI, G, 3, -11, -12, -11
OAOHD4, B, 4, -7, -12, -11
4X8BBI, G, 3, -11, -12, -11
OAOHD4, P, 4, -9, -12, -11
4X8BBI, G, 3, -11, -12, -11
OAOHD4, R, 4, -8, -12, -11
4X8BBI, G, 3, -11, -12, -11
OAOHD4, Y, 4, -8, -12, -11
4X8BBI, G, 3, -11, -12, -11
UVUETX, B, 4, -7, -12, -11
4X8BBI, G, 3, -11, -12, -11
UVUETX, G, 4, -11, -12, -11
4X8BBI, G, 3, -11, -12, -11
UVUETX, P, 4, -9, -12, -11
4X8BBI, G, 3, -11, -12, -11
UVUETX, Y, 4, -8, -12, -11
4X8BBI, G, 3, -11, -12, -11
VKMURE, B, 4, -7, -12, -11
4X8BBI, G, 3, -11, -12, -11
VKMURE, P, 4, -9, -12, -11
4X8BBI, G, 3, -11, -12, -11
VKMURE, R, 4, -8, -12, -11
4X8BBI, G, 3, -11, -12, -11
VKMURE, Y, 4, -8, -12, -11
4X8BBI, G, 3, -11, -12, -11
VWMFU9, G, 4, -11, -12, -11
4X8BBI, G, 3, -11, -12, -11
VWMFU9, P, 4, -9, -12, -11
4X8BBI, G, 3, -11, -12, -11
VWMFU9, R, 4, -8, -12, -11
4X8BBI, G, 3, -11, -12, -11
VWMFU9, Y, 4, -8, -12, -11
4X8BBI, G, 3, -11, -12, -11
WWN9BE, G, 2, -11, -12, -11
33PXCN, B, 1, -11, -inf, -11
WWN9BE, P, 2, -inf, -inf, -11
3EZBRQ, B, 3, inf, -inf, -11
4X8BBI, G, 4, -16, -inf, -11
3EZBRQ, B, 3, -16, -inf, -16
4X8BBI, P, 4, -14, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
4X8BBI, Y, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
67M6U8, B, 4, -12, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
67M6U8, G, 4, -16, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
67M6U8, R, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
67M6U8, Y, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
6EHM3Q, B, 4, -12, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
6EHM3Q, R, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
6EHM3Q, Y, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
6JY6KY, B, 4, -12, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
6JY6KY, G, 4, -16, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
6JY6KY, R, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
6JY6KY, Y, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
7OWM2Y, B, 4, -12, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
7OWM2Y, G, 4, -16, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
7OWM2Y, R, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
7OWM2Y, Y, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
90V1TB, G, 4, -16, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
90V1TB, P, 4, -14, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
90V1TB, R, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
90V1TB, Y, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
AZNZW6, P, 4, -14, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
AZNZW6, R, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
AZNZW6, Y, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
GMZI3J, B, 4, -12, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
GMZI3J, G, 4, -16, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
GMZI3J, R, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
GMZI3J, Y, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
HVF5GE, B, 4, -12, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
HVF5GE, G, 4, -16, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
HVF5GE, P, 4, -14, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
HVF5GE, Y, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
O52HYD, G, 4, -16, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
O52HYD, P, 4, -14, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
O52HYD, R, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
O52HYD, Y, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
OAOHD4, B, 4, -12, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
OAOHD4, G, 4, -16, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
OAOHD4, R, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
OAOHD4, Y, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
UVUETX, B, 4, -12, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
UVUETX, G, 4, -16, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
UVUETX, P, 4, -14, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
UVUETX, Y, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
VKMURE, B, 4, -12, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
VKMURE, P, 4, -14, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
VKMURE, R, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
VKMURE, Y, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
VWMFU9, G, 4, -16, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
VWMFU9, P, 4, -14, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
VWMFU9, R, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
VWMFU9, Y, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
WQ4YKE, G, 4, -16, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
WQ4YKE, P, 4, -14, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
WQ4YKE, R, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
WQ4YKE, Y, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
WWN9BE, P, 2, -16, -16, -11
3EZBRQ, G, 3, inf, -16, -11
4X8BBI, P, 4, -7, -16, -11
3EZBRQ, G, 3, -7, -16, -11
4X8BBI, Y, 4, -6, -16, -11
3EZBRQ, G, 3, -7, -16, -11
67M6U8, B, 4, -5, -16, -11
3EZBRQ, G, 3, -7, -16, -11
67M6U8, G, 4, -9, -16, -11
3EZBRQ, G, 3, -9, -16, -11
67M6U8, R, 4, -6, -16, -11
3EZBRQ, G, 3, -9, -16, -11
67M6U8, Y, 4, -6, -16, -11
3EZBRQ, G, 3, -9, -16, -11
6EHM3Q, B, 4, -5, -16, -11
3EZBRQ, G, 3, -9, -16, -11
6EHM3Q, R, 4, -6, -16, -11
3EZBRQ, G, 3, -9, -16, -11
6EHM3Q, Y, 4, -6, -16, -11
3EZBRQ, G, 3, -9, -16, -11
6JY6KY, B, 4, -5, -16, -11
3EZBRQ, G, 3, -9, -16, -11
6JY6KY, G, 4, -9, -16, -11
3EZBRQ, G, 3, -9, -16, -11
6JY6KY, R, 4, -6, -16, -11
3EZBRQ, G, 3, -9, -16, -11
6JY6KY, Y, 4, -6, -16, -11
3EZBRQ, G, 3, -9, -16, -11
7OWM2Y, B, 4, -5, -16, -11
3EZBRQ, G, 3, -9, -16, -11
7OWM2Y, G, 4, -9, -16, -11
3EZBRQ, G, 3, -9, -16, -11
7OWM2Y, R, 4, -6, -16, -11
3EZBRQ, G, 3, -9, -16, -11
7OWM2Y, Y, 4, -6, -16, -11
3EZBRQ, G, 3, -9, -16, -11
90V1TB, G, 4, -9, -16, -11
3EZBRQ, G, 3, -9, -16, -11
90V1TB, P, 4, -7, -16, -11
3EZBRQ, G, 3, -9, -16, -11
90V1TB, R, 4, -6, -16, -11
3EZBRQ, G, 3, -9, -16, -11
90V1TB, Y, 4, -6, -16, -11
3EZBRQ, G, 3, -9, -16, -11
AZNZW6, P, 4, -7, -16, -11
3EZBRQ, G, 3, -9, -16, -11
AZNZW6, R, 4, -6, -16, -11
3EZBRQ, G, 3, -9, -16, -11
AZNZW6, Y, 4, -6, -16, -11
3EZBRQ, G, 3, -9, -16, -11
GMZI3J, B, 4, -5, -16, -11
3EZBRQ, G, 3, -9, -16, -11
GMZI3J, G, 4, -9, -16, -11
3EZBRQ, G, 3, -9, -16, -11
GMZI3J, R, 4, -6, -16, -11
3EZBRQ, G, 3, -9, -16, -11
GMZI3J, Y, 4, -6, -16, -11
3EZBRQ, G, 3, -9, -16, -11
HVF5GE, B, 4, -5, -16, -11
3EZBRQ, G, 3, -9, -16, -11
HVF5GE, G, 4, -9, -16, -11
3EZBRQ, G, 3, -9, -16, -11
HVF5GE, P, 4, -7, -16, -11
3EZBRQ, G, 3, -9, -16, -11
HVF5GE, Y, 4, -6, -16, -11
3EZBRQ, G, 3, -9, -16, -11
O52HYD, G, 4, -9, -16, -11
3EZBRQ, G, 3, -9, -16, -11
O52HYD, P, 4, -7, -16, -11
3EZBRQ, G, 3, -9, -16, -11
O52HYD, R, 4, -6, -16, -11
3EZBRQ, G, 3, -9, -16, -11
O52HYD, Y, 4, -6, -16, -11
3EZBRQ, G, 3, -9, -16, -11
OAOHD4, B, 4, -5, -16, -11
3EZBRQ, G, 3, -9, -16, -11
OAOHD4, G, 4, -9, -16, -11
3EZBRQ, G, 3, -9, -16, -11
OAOHD4, R, 4, -6, -16, -11
3EZBRQ, G, 3, -9, -16, -11
OAOHD4, Y, 4, -6, -16, -11
3EZBRQ, G, 3, -9, -16, -11
UVUETX, B, 4, -5, -16, -11
3EZBRQ, G, 3, -9, -16, -11
UVUETX, G, 4, -9, -16, -11
3EZBRQ, G, 3, -9, -16, -11
UVUETX, P, 4, -7, -16, -11
3EZBRQ, G, 3, -9, -16, -11
UVUETX, Y, 4, -6, -16, -11
3EZBRQ, G, 3, -9, -16, -11
VKMURE, B, 4, -5, -16, -11
3EZBRQ, G, 3, -9, -16, -11
VKMURE, P, 4, -7, -16, -11
3EZBRQ, G, 3, -9, -16, -11
VKMURE, R, 4, -6, -16, -11
3EZBRQ, G, 3, -9, -16, -11
VKMURE, Y, 4, -6, -16, -11
3EZBRQ, G, 3, -9, -16, -11
VWMFU9, G, 4, -9, -16, -11
3EZBRQ, G, 3, -9, -16, -11
VWMFU9, P, 4, -7, -16, -11
3EZBRQ, G, 3, -9, -16, -11
VWMFU9, R, 4, -6, -16, -11
3EZBRQ, G, 3, -9, -16, -11
VWMFU9, Y, 4, -6, -16, -11
3EZBRQ, G, 3, -9, -16, -11
WQ4YKE, B, 4, -5, -16, -11
3EZBRQ, G, 3, -9, -16, -11
WQ4YKE, P, 4, -7, -16, -11
3EZBRQ, G, 3, -9, -16, -11
WQ4YKE, R, 4, -6, -16, -11
3EZBRQ, G, 3, -9, -16, -11
WQ4YKE, Y, 4, -6, -16, -11
3EZBRQ, G, 3, -9, -16, -11
WWN9BE, P, 2, -9, -16, -11
33PXCN, B, 1, -11, -inf, -11
WWN9BE, Y, 2, -inf, -inf, -11
3EZBRQ, B, 3, inf, -inf, -11
4X8BBI, G, 4, -15, -inf, -11
3EZBRQ, B, 3, -15, -inf, -15
4X8BBI, P, 4, -13, -inf, -15
3EZBRQ, B, 3, -15, -inf, -15
4X8BBI, Y, 4, -12, -inf, -15
3EZBRQ, B, 3, -15, -inf, -15
67M6U8, B, 4, -11, -inf, -15
3EZBRQ, B, 3, -15, -inf, -15
67M6U8, G, 4, -15, -inf, -15
