HL7RH0, G, 0, -inf, -inf, inf
93CT8B, B, 3, -23, -inf, -23
LCX2DK, Y, 4, -23, -inf, -23
93CT8B, B, 3, -23, -inf, -23
LX6ZE0, G, 4, -19, -inf, -23
93CT8B, B, 3, -23, -inf, -23
LX6ZE0, R, 4, -21, -inf, -23
93CT8B, B, 3, -23, -inf, -23
LX6ZE0, Y, 4, -23, -inf, -23
93CT8B, B, 3, -23, -inf, -23
NCYMNC, B, 4, -15, -inf, -23
93CT8B, B, 3, -23, -inf, -23
NCYMNC, R, 4, -21, -inf, -23
93CT8B, B, 3, -23, -inf, -23
NCYMNC, Y, 4, -23, -inf, -23
93CT8B, B, 3, -23, -inf, -23
ODUBEG, G, 4, -19, -inf, -23
93CT8B, B, 3, -23, -inf, -23
ODUBEG, R, 4, -21, -inf, -23
93CT8B, B, 3, -23, -inf, -23
ODUBEG, Y, 4, -23, -inf, -23
93CT8B, B, 3, -23, -inf, -23
ST898E, G, 4, -19, -inf, -23
93CT8B, B, 3, -23, -inf, -23
ST898E, Y, 4, -23, -inf, -23
93CT8B, B, 3, -23, -inf, -23
FBMJRV, R, 2, -23, -23, -12
93CT8B, R, 3, inf, -23, -12
7MVUG1, B, 4, -2, -23, -12
93CT8B, R, 3, -2, -23, -12
7MVUG1, G, 4, -6, -23, -12
93CT8B, R, 3, -6, -23, -12
7MVUG1, Y, 4, -10, -23, -12
93CT8B, R, 3, -10, -23, -12
D7A6DO, G, 4, -6, -23, -12
93CT8B, R, 3, -10, -23, -12
D7A6DO, R, 4, -8, -23, -12
93CT8B, R, 3, -10, -23, -12
D7A6DO, Y, 4, -10, -23, -12
93CT8B, R, 3, -10, -23, -12
E3B6KU, B, 4, -2, -23, -12
93CT8B, R, 3, -10, -23, -12
E3B6KU, R, 4, -8, -23, -12
93CT8B, R, 3, -10, -23, -12
E3B6KU, Y, 4, -10, -23, -12
93CT8B, R, 3, -10, -23, -12
GKM35T, G, 4, -6, -23, -12
93CT8B, R, 3, -10, -23, -12
GKM35T, R, 4, -8, -23, -12
93CT8B, R, 3, -10, -23, -12
GKM35T, Y, 4, -10, -23, -12
93CT8B, R, 3, -10, -23, -12
JENPWA, G, 4, -6, -23, -12
93CT8B, R, 3, -10, -23, -12
JENPWA, R, 4, -8, -23, -12
93CT8B, R, 3, -10, -23, -12
JENPWA, Y, 4, -10, -23, -12
93CT8B, R, 3, -10, -23, -12
LCX2DK, B, 4, -2, -23, -12
93CT8B, R, 3, -10, -23, -12
LCX2DK, R, 4, -8, -23, -12
93CT8B, R, 3, -10, -23, -12
LCX2DK, Y, 4, -10, -23, -12
93CT8B, R, 3, -10, -23, -12
LX6ZE0, G, 4, -6, -23, -12
93CT8B, R, 3, -10, -23, -12
LX6ZE0, R, 4, -8, -23, -12
93CT8B, R, 3, -10, -23, -12
LX6ZE0, Y, 4, -10, -23, -12
93CT8B, R, 3, -10, -23, -12
NCYMNC, B, 4, -2, -23, -12
93CT8B, R, 3, -10, -23, -12
NCYMNC, R, 4, -8, -23, -12
93CT8B, R, 3, -10, -23, -12
NCYMNC, Y, 4, -10, -23, -12
93CT8B, R, 3, -10, -23, -12
ODUBEG, B, 4, -2, -23, -12
93CT8B, R, 3, -10, -23, -12
ODUBEG, G, 4, -6, -23, -12
93CT8B, R, 3, -10, -23, -12
ODUBEG, Y, 4, -10, -23, -12
93CT8B, R, 3, -10, -23, -12
ST898E, B, 4, -2, -23, -12
93CT8B, R, 3, -10, -23, -12
ST898E, G, 4, -6, -23, -12
93CT8B, R, 3, -10, -23, -12
ST898E, Y, 4, -10, -23, -12
93CT8B, R, 3, -10, -23, -12
FBMJRV, R, 2, -10, -23, -12
4TGIVI, B, 1, -12, -inf, -12
FBMJRV, Y, 2, -inf, -inf, -12
93CT8B, B, 3, inf, -inf, -12
7MVUG1, G, 4, -21, -inf, -12
93CT8B, B, 3, -21, -inf, -21
7MVUG1, R, 4, -23, -inf, -21
93CT8B, B, 3, -23, -inf, -23
7MVUG1, Y, 4, -25, -inf, -23
93CT8B, B, 3, -25, -inf, -25
D7A6DO, G, 4, -21, -inf, -25
93CT8B, B, 3, -25, -inf, -25
D7A6DO, R, 4, -23, -inf, -25
93CT8B, B, 3, -25, -inf, -25
D7A6DO, Y, 4, -25, -inf, -25
93CT8B, B, 3, -25, -inf, -25
E3B6KU, B, 4, -17, -inf, -25
93CT8B, B, 3, -25, -inf, -25
E3B6KU, R, 4, -23, -inf, -25
93CT8B, B, 3, -25, -inf, -25
E3B6KU, Y, 4, -25, -inf, -25
93CT8B, B, 3, -25, -inf, -25
GKM35T, G, 4, -21, -inf, -25
93CT8B, B, 3, -25, -inf, -25
GKM35T, R, 4, -23, -inf, -25
93CT8B, B, 3, -25, -inf, -25
GKM35T, Y, 4, -25, -inf, -25
93CT8B, B, 3, -25, -inf, -25
JENPWA, G, 4, -21, -inf, -25
93CT8B, B, 3, -25, -inf, -25
JENPWA, R, 4, -23, -inf, -25
93CT8B, B, 3, -25, -inf, -25
JENPWA, Y, 4, -25, -inf, -25
93CT8B, B, 3, -25, -inf, -25
LCX2DK, B, 4, -17, -inf, -25
93CT8B, B, 3, -25, -inf, -25
LCX2DK, R, 4, -23, -inf, -25
93CT8B, B, 3, -25, -inf, -25
LCX2DK, Y, 4, -25, -inf, -25
93CT8B, B, 3, -25, -inf, -25
LX6ZE0, G, 4, -21, -inf, -25
93CT8B, B, 3, -25, -inf, -25
LX6ZE0, R, 4, -23, -inf, -25
93CT8B, B, 3, -25, -inf, -25
LX6ZE0, Y, 4, -25, -inf, -25
93CT8B, B, 3, -25, -inf, -25
NCYMNC, B, 4, -17, -inf, -25
93CT8B, B, 3, -25, -inf, -25
NCYMNC, R, 4, -23, -inf, -25
93CT8B, B, 3, -25, -inf, -25
NCYMNC, Y, 4, -25, -inf, -25
93CT8B, B, 3, -25, -inf, -25
ODUBEG, G, 4, -21, -inf, -25
93CT8B, B, 3, -25, -inf, -25
ODUBEG, R, 4, -23, -inf, -25
93CT8B, B, 3, -25, -inf, -25
ODUBEG, Y, 4, -25, -inf, -25
93CT8B, B, 3, -25, -inf, -25
ST898E, G, 4, -21, -inf, -25
93CT8B, B, 3, -25, -inf, -25
ST898E, Y, 4, -25, -inf, -25
93CT8B, B, 3, -25, -inf, -25
FBMJRV, Y, 2, -25, -25, -12
93CT8B, R, 3, inf, -25, -12
7MVUG1, B, 4, -4, -25, -12
93CT8B, R, 3, -4, -25, -12
7MVUG1, G, 4, -8, -25, -12
93CT8B, R, 3, -8, -25, -12
7MVUG1, Y, 4, -12, -25, -12
93CT8B, R, 3, -12, -25, -12
D7A6DO, G, 4, -8, -25, -12
93CT8B, R, 3, -12, -25, -12
D7A6DO, R, 4, -10, -25, -12
93CT8B, R, 3, -12, -25, -12
D7A6DO, Y, 4, -12, -25, -12
93CT8B, R, 3, -12, -25, -12
E3B6KU, B, 4, -4, -25, -12
93CT8B, R, 3, -12, -25, -12
E3B6KU, R, 4, -10, -25, -12
93CT8B, R, 3, -12, -25, -12
E3B6KU, Y, 4, -12, -25, -12
93CT8B, R, 3, -12, -25, -12
GKM35T, G, 4, -8, -25, -12
93CT8B, R, 3, -12, -25, -12
GKM35T, R, 4, -10, -25, -12
93CT8B, R, 3, -12, -25, -12
GKM35T, Y, 4, -12, -25, -12
93CT8B, R, 3, -12, -25, -12
JENPWA, G, 4, -8, -25, -12
93CT8B, R, 3, -12, -25, -12
JENPWA, R, 4, -10, -25, -12
93CT8B, R, 3, -12, -25, -12
JENPWA, Y, 4, -12, -25, -12
93CT8B, R, 3, -12, -25, -12
LCX2DK, B, 4, -4, -25, -12
93CT8B, R, 3, -12, -25, -12
LCX2DK, R, 4, -10, -25, -12
93CT8B, R, 3, -12, -25, -12
LCX2DK, Y, 4, -12, -25, -12
93CT8B, R, 3, -12, -25, -12
LX6ZE0, G, 4, -8, -25, -12
93CT8B, R, 3, -12, -25, -12
LX6ZE0, R, 4, -10, -25, -12
93CT8B, R, 3, -12, -25, -12
LX6ZE0, Y, 4, -12, -25, -12
93CT8B, R, 3, -12, -25, -12
NCYMNC, B, 4, -4, -25, -12
93CT8B, R, 3, -12, -25, -12
NCYMNC, R, 4, -10, -25, -12
93CT8B, R, 3, -12, -25, -12
NCYMNC, Y, 4, -12, -25, -12
93CT8B, R, 3, -12, -25, -12
ODUBEG, B, 4, -4, -25, -12
93CT8B, R, 3, -12, -25, -12
ODUBEG, G, 4, -8, -25, -12
93CT8B, R, 3, -12, -25, -12
ODUBEG, Y, 4, -12, -25, -12
93CT8B, R, 3, -12, -25, -12
ST898E, B, 4, -4, -25, -12
93CT8B, R, 3, -12, -25, -12
ST898E, G, 4, -8, -25, -12
93CT8B, R, 3, -12, -25, -12
ST898E, Y, 4, -12, -25, -12
93CT8B, R, 3, -12, -25, -12
FBMJRV, Y, 2, -12, -25, -12
4TGIVI, B, 1, -12, -inf, -12
GKM35T, G, 2, -inf, -inf, -12
7MVUG1, B, 3, inf, -inf, -12
8N8UIA, B, 4, -13, -inf, -12
7MVUG1, B, 3, -13, -inf, -13
8N8UIA, R, 4, -19, -inf, -13
7MVUG1, B, 3, -19, -inf, -19
8N8UIA, Y, 4, -21, -inf, -19
7MVUG1, B, 3, -21, -inf, -21
93CT8B, R, 4, -19, -inf, -21
7MVUG1, B, 3, -21, -inf, -21
93CT8B, Y, 4, -21, -inf, -21
7MVUG1, B, 3, -21, -inf, -21
B302WY, R, 4, -19, -inf, -21
7MVUG1, B, 3, -21, -inf, -21
B302WY, Y, 4, -21, -inf, -21
7MVUG1, B, 3, -21, -inf, -21
D7A6DO, G, 4, -17, -inf, -21
7MVUG1, B, 3, -21, -inf, -21
D7A6DO, R, 4, -19, -inf, -21
7MVUG1, B, 3, -21, -inf, -21
D7A6DO, Y, 4, -21, -inf, -21
7MVUG1, B, 3, -21, -inf, -21
E3B6KU, B, 4, -13, -inf, -21
7MVUG1, B, 3, -21, -inf, -21
E3B6KU, R, 4, -19, -inf, -21
7MVUG1, B, 3, -21, -inf, -21
E3B6KU, Y, 4, -21, -inf, -21
7MVUG1, B, 3, -21, -inf, -21
FBMJRV, B, 4, -13, -inf, -21
7MVUG1, B, 3, -21, -inf, -21
FBMJRV, R, 4, -19, -inf, -21
7MVUG1, B, 3, -21, -inf, -21
FBMJRV, Y, 4, -21, -inf, -21
7MVUG1, B, 3, -21, -inf, -21
IOIZ5S, G, 4, -17, -inf, -21
7MVUG1, B, 3, -21, -inf, -21
IOIZ5S, R, 4, -19, -inf, -21
7MVUG1, B, 3, -21, -inf, -21
IOIZ5S, Y, 4, -21, -inf, -21
7MVUG1, B, 3, -21, -inf, -21
JENPWA, R, 4, -19, -inf, -21
7MVUG1, B, 3, -21, -inf, -21
JENPWA, Y, 4, -21, -inf, -21
7MVUG1, B, 3, -21, -inf, -21
LCX2DK, B, 4, -13, -inf, -21
7MVUG1, B, 3, -21, -inf, -21
LCX2DK, R, 4, -19, -inf, -21
7MVUG1, B, 3, -21, -inf, -21
LCX2DK, Y, 4, -21, -inf, -21
7MVUG1, B, 3, -21, -inf, -21
LX6ZE0, G, 4, -17, -inf, -21
7MVUG1, B, 3, -21, -inf, -21
LX6ZE0, R, 4, -19, -inf, -21
7MVUG1, B, 3, -21, -inf, -21
LX6ZE0, Y, 4, -21, -inf, -21
7MVUG1, B, 3, -21, -inf, -21
NCYMNC, R, 4, -19, -inf, -21
7MVUG1, B, 3, -21, -inf, -21
NCYMNC, Y, 4, -21, -inf, -21
7MVUG1, B, 3, -21, -inf, -21
ST898E, B, 4, -13, -inf, -21
7MVUG1, B, 3, -21, -inf, -21
ST898E, G, 4, -17, -inf, -21
7MVUG1, B, 3, -21, -inf, -21
ST898E, Y, 4, -21, -inf, -21
7MVUG1, B, 3, -21, -inf, -21
TI1LD6, B, 4, -13, -inf, -21
7MVUG1, B, 3, -21, -inf, -21
TI1LD6, R, 4, -19, -inf, -21
7MVUG1, B, 3, -21, -inf, -21
TI1LD6, Y, 4, -21, -inf, -21
7MVUG1, B, 3, -21, -inf, -21
GKM35T, G, 2, -21, -21, -12
7MVUG1, R, 3, inf, -21, -12
8N8UIA, B, 4, 0, -21, -12
7MVUG1, R, 3, 0, -21, -12
8N8UIA, R, 4, -6, -21, -12
7MVUG1, R, 3, -6, -21, -12
8N8UIA, Y, 4, -8, -21, -12
7MVUG1, R, 3, -8, -21, -12
93CT8B, B, 4, 0, -21, -12
7MVUG1, R, 3, -8, -21, -12
93CT8B, Y, 4, -8, -21, -12
7MVUG1, R, 3, -8, -21, -12
B302WY, B, 4, 0, -21, -12
7MVUG1, R, 3, -8, -21, -12
B302WY, Y, 4, -8, -21, -12
7MVUG1, R, 3, -8, -21, -12
D7A6DO, G, 4, -4, -21, -12
7MVUG1, R, 3, -8, -21, -12
D7A6DO, R, 4, -6, -21, -12
7MVUG1, R, 3, -8, -21, -12
D7A6DO, Y, 4, -8, -21, -12
7MVUG1, R, 3, -8, -21, -12
E3B6KU, B, 4, 0, -21, -12
7MVUG1, R, 3, -8, -21, -12
E3B6KU, R, 4, -6, -21, -12
7MVUG1, R, 3, -8, -21, -12
E3B6KU, Y, 4, -8, -21, -12
7MVUG1, R, 3, -8, -21, -12
FBMJRV, B, 4, 0, -21, -12
7MVUG1, R, 3, -8, -21, -12
FBMJRV, R, 4, -6, -21, -12
7MVUG1, R, 3, -8, -21, -12
FBMJRV, Y, 4, -8, -21, -12
7MVUG1, R, 3, -8, -21, -12
IOIZ5S, B, 4, 0, -21, -12
7MVUG1, R, 3, -8, -21, -12
IOIZ5S, G, 4, -4, -21, -12
7MVUG1, R, 3, -8, -21, -12
IOIZ5S, Y, 4, -8, -21, -12
7MVUG1, R, 3, -8, -21, -12
JENPWA, Y, 4, -8, -21, -12
7MVUG1, R, 3, -8, -21, -12
LCX2DK, B, 4, 0, -21, -12
7MVUG1, R, 3, -8, -21, -12
LCX2DK, R, 4, -6, -21, -12
7MVUG1, R, 3, -8, -21, -12
LCX2DK, Y, 4, -8, -21, -12
7MVUG1, R, 3, -8, -21, -12
LX6ZE0, G, 4, -4, -21, -12
7MVUG1, R, 3, -8, -21, -12
LX6ZE0, Y, 4, -8, -21, -12
7MVUG1, R, 3, -8, -21, -12
NCYMNC, B, 4, 0, -21, -12
7MVUG1, R, 3, -8, -21, -12
NCYMNC, Y, 4, -8, -21, -12
7MVUG1, R, 3, -8, -21, -12
ST898E, B, 4, 0, -21, -12
7MVUG1, R, 3, -8, -21, -12
ST898E, G, 4, -4, -21, -12
7MVUG1, R, 3, -8, -21, -12
ST898E, Y, 4, -8, -21, -12
7MVUG1, R, 3, -8, -21, -12
TI1LD6, B, 4, 0, -21, -12
7MVUG1, R, 3, -8, -21, -12
TI1LD6, R, 4, -6, -21, -12
7MVUG1, R, 3, -8, -21, -12
TI1LD6, Y, 4, -8, -21, -12
7MVUG1, R, 3, -8, -21, -12
GKM35T, G, 2, -8, -21, -12
4TGIVI, B, 1, -12, -inf, -12
GKM35T, R, 2, -inf, -inf, -12
7MVUG1, B, 3, inf, -inf, -12
8N8UIA, B, 4, -15, -inf, -12
7MVUG1, B, 3, -15, -inf, -15
8N8UIA, G, 4, -19, -inf, -15
7MVUG1, B, 3, -19, -inf, -19
8N8UIA, Y, 4, -23, -inf, -19
7MVUG1, B, 3, -23, -inf, -23
93CT8B, R, 4, -21, -inf, -23
7MVUG1, B, 3, -23, -inf, -23
93CT8B, Y, 4, -23, -inf, -23
7MVUG1, B, 3, -23, -inf, -23
B302WY, G, 4, -19, -inf, -23
7MVUG1, B, 3, -23, -inf, -23
B302WY, Y, 4, -23, -inf, -23
7MVUG1, B, 3, -23, -inf, -23
D7A6DO, G, 4, -19, -inf, -23
7MVUG1, B, 3, -23, -inf, -23
D7A6DO, R, 4, -21, -inf, -23
7MVUG1, B, 3, -23, -inf, -23
D7A6DO, Y, 4, -23, -inf, -23
7MVUG1, B, 3, -23, -inf, -23
E3B6KU, B, 4, -15, -inf, -23
7MVUG1, B, 3, -23, -inf, -23
E3B6KU, Y, 4, -23, -inf, -23
7MVUG1, B, 3, -23, -inf, -23
FBMJRV, B, 4, -15, -inf, -23
7MVUG1, B, 3, -23, -inf, -23
FBMJRV, R, 4, -21, -inf, -23
7MVUG1, B, 3, -23, -inf, -23
FBMJRV, Y, 4, -23, -inf, -23
7MVUG1, B, 3, -23, -inf, -23
IOIZ5S, G, 4, -19, -inf, -23
7MVUG1, B, 3, -23, -inf, -23
IOIZ5S, R, 4, -21, -inf, -23
7MVUG1, B, 3, -23, -inf, -23
IOIZ5S, Y, 4, -23, -inf, -23
7MVUG1, B, 3, -23, -inf, -23
JENPWA, G, 4, -19, -inf, -23
7MVUG1, B, 3, -23, -inf, -23
JENPWA, Y, 4, -23, -inf, -23
7MVUG1, B, 3, -23, -inf, -23
LCX2DK, B, 4, -15, -inf, -23
7MVUG1, B, 3, -23, -inf, -23
LCX2DK, R, 4, -21, -inf, -23
7MVUG1, B, 3, -23, -inf, -23
LCX2DK, Y, 4, -23, -inf, -23
7MVUG1, B, 3, -23, -inf, -23
LX6ZE0, G, 4, -19, -inf, -23
7MVUG1, B, 3, -23, -inf, -23
LX6ZE0, R, 4, -21, -inf, -23
7MVUG1, B, 3, -23, -inf, -23
LX6ZE0, Y, 4, -23, -inf, -23
7MVUG1, B, 3, -23, -inf, -23
NCYMNC, R, 4, -21, -inf, -23
7MVUG1, B, 3, -23, -inf, -23
NCYMNC, Y, 4, -23, -inf, -23
7MVUG1, B, 3, -23, -inf, -23
ST898E, B, 4, -15, -inf, -23
7MVUG1, B, 3, -23, -inf, -23
ST898E, G, 4, -19, -inf, -23
7MVUG1, B, 3, -23, -inf, -23
ST898E, Y, 4, -23, -inf, -23
7MVUG1, B, 3, -23, -inf, -23
TI1LD6, B, 4, -15, -inf, -23
7MVUG1, B, 3, -23, -inf, -23
TI1LD6, G, 4, -19, -inf, -23
7MVUG1, B, 3, -23, -inf, -23
TI1LD6, Y, 4, -23, -inf, -23
7MVUG1, B, 3, -23, -inf, -23
GKM35T, R, 2, -23, -23, -12
7MVUG1, G, 3, inf, -23, -12
8N8UIA, B, 4, -9, -23, -12
7MVUG1, G, 3, -9, -23, -12
8N8UIA, G, 4, -13, -23, -12
7MVUG1, G, 3, -13, -23, -13
8N8UIA, Y, 4, -17, -23, -13
7MVUG1, G, 3, -17, -23, -17
93CT8B, B, 4, -9, -23, -17
7MVUG1, G, 3, -17, -23, -17
93CT8B, R, 4, -15, -23, -17
7MVUG1, G, 3, -17, -23, -17
93CT8B, Y, 4, -17, -23, -17
7MVUG1, G, 3, -17, -23, -17
B302WY, B, 4, -9, -23, -17
7MVUG1, G, 3, -17, -23, -17
B302WY, Y, 4, -17, -23, -17
7MVUG1, G, 3, -17, -23, -17
D7A6DO, G, 4, -13, -23, -17
7MVUG1, G, 3, -17, -23, -17
D7A6DO, R, 4, -15, -23, -17
7MVUG1, G, 3, -17, -23, -17
D7A6DO, Y, 4, -17, -23, -17
7MVUG1, G, 3, -17, -23, -17
E3B6KU, B, 4, -9, -23, -17
7MVUG1, G, 3, -17, -23, -17
E3B6KU, Y, 4, -17, -23, -17
7MVUG1, G, 3, -17, -23, -17
FBMJRV, B, 4, -9, -23, -17
7MVUG1, G, 3, -17, -23, -17
FBMJRV, R, 4, -15, -23, -17
7MVUG1, G, 3, -17, -23, -17
FBMJRV, Y, 4, -17, -23, -17
7MVUG1, G, 3, -17, -23, -17
IOIZ5S, B, 4, -9, -23, -17
7MVUG1, G, 3, -17, -23, -17
IOIZ5S, R, 4, -15, -23, -17
7MVUG1, G, 3, -17, -23, -17
IOIZ5S, Y, 4, -17, -23, -17
7MVUG1, G, 3, -17, -23, -17
JENPWA, Y, 4, -17, -23, -17
7MVUG1, G, 3, -17, -23, -17
LCX2DK, B, 4, -9, -23, -17
7MVUG1, G, 3, -17, -23, -17
LCX2DK, R, 4, -15, -23, -17
7MVUG1, G, 3, -17, -23, -17
LCX2DK, Y, 4, -17, -23, -17
7MVUG1, G, 3, -17, -23, -17
LX6ZE0, R, 4, -15, -23, -17
7MVUG1, G, 3, -17, -23, -17
LX6ZE0, Y, 4, -17, -23, -17
7MVUG1, G, 3, -17, -23, -17
NCYMNC, B, 4, -9, -23, -17
7MVUG1, G, 3, -17, -23, -17
NCYMNC, R, 4, -15, -23, -17
7MVUG1, G, 3, -17, -23, -17
NCYMNC, Y, 4, -17, -23, -17
7MVUG1, G, 3, -17, -23, -17
ST898E, B, 4, -9, -23, -17
7MVUG1, G, 3, -17, -23, -17
ST898E, G, 4, -13, -23, -17
7MVUG1, G, 3, -17, -23, -17
ST898E, Y, 4, -17, -23, -17
7MVUG1, G, 3, -17, -23, -17
TI1LD6, B, 4, -9, -23, -17
7MVUG1, G, 3, -17, -23, -17
TI1LD6, G, 4, -13, -23, -17
7MVUG1, G, 3, -17, -23, -17
TI1LD6, Y, 4, -17, -23, -17
7MVUG1, G, 3, -17, -23, -17
GKM35T, R, 2, -17, -17, -12
7MVUG1, Y, 3, inf, -17, -12
8N8UIA, B, 4, -4, -17, -12
7MVUG1, Y, 3, -4, -17, -12
8N8UIA, G, 4, -8, -17, -12
7MVUG1, Y, 3, -8, -17, -12
8N8UIA, Y, 4, -12, -17, -12
7MVUG1, Y, 3, -12, -17, -12
93CT8B, B, 4, -4, -17, -12
7MVUG1, Y, 3, -12, -17, -12
93CT8B, R, 4, -10, -17, -12
7MVUG1, Y, 3, -12, -17, -12
B302WY, B, 4, -4, -17, -12
7MVUG1, Y, 3, -12, -17, -12
B302WY, G, 4, -8, -17, -12
7MVUG1, Y, 3, -12, -17, -12
D7A6DO, G, 4, -8, -17, -12
7MVUG1, Y, 3, -12, -17, -12
D7A6DO, R, 4, -10, -17, -12
7MVUG1, Y, 3, -12, -17, -12
D7A6DO, Y, 4, -12, -17, -12
7MVUG1, Y, 3, -12, -17, -12
E3B6KU, B, 4, -4, -17, -12
7MVUG1, Y, 3, -12, -17, -12
E3B6KU, Y, 4, -12, -17, -12
7MVUG1, Y, 3, -12, -17, -12
FBMJRV, B, 4, -4, -17, -12
7MVUG1, Y, 3, -12, -17, -12
FBMJRV, R, 4, -10, -17, -12
7MVUG1, Y, 3, -12, -17, -12
FBMJRV, Y, 4, -12, -17, -12
7MVUG1, Y, 3, -12, -17, -12
IOIZ5S, B, 4, -4, -17, -12
7MVUG1, Y, 3, -12, -17, -12
IOIZ5S, G, 4, -8, -17, -12
7MVUG1, Y, 3, -12, -17, -12
IOIZ5S, R, 4, -10, -17, -12
7MVUG1, Y, 3, -12, -17, -12
JENPWA, G, 4, -8, -17, -12
7MVUG1, Y, 3, -12, -17, -12
LCX2DK, B, 4, -4, -17, -12
7MVUG1, Y, 3, -12, -17, -12
LCX2DK, R, 4, -10, -17, -12
7MVUG1, Y, 3, -12, -17, -12
LCX2DK, Y, 4, -12, -17, -12
7MVUG1, Y, 3, -12, -17, -12
LX6ZE0, G, 4, -8, -17, -12
7MVUG1, Y, 3, -12, -17, -12
LX6ZE0, R, 4, -10, -17, -12
7MVUG1, Y, 3, -12, -17, -12
NCYMNC, B, 4, -4, -17, -12
7MVUG1, Y, 3, -12, -17, -12
NCYMNC, R, 4, -10, -17, -12
7MVUG1, Y, 3, -12, -17, -12
ST898E, B, 4, -4, -17, -12
7MVUG1, Y, 3, -12, -17, -12
ST898E, G, 4, -8, -17, -12
7MVUG1, Y, 3, -12, -17, -12
ST898E, Y, 4, -12, -17, -12
7MVUG1, Y, 3, -12, -17, -12
TI1LD6, B, 4, -4, -17, -12
7MVUG1, Y, 3, -12, -17, -12
TI1LD6, G, 4, -8, -17, -12
7MVUG1, Y, 3, -12, -17, -12
TI1LD6, Y, 4, -12, -17, -12
7MVUG1, Y, 3, -12, -17, -12
GKM35T, R, 2, -12, -17, -12
4TGIVI, B, 1, -12, -inf, -12
GKM35T, Y, 2, -inf, -inf, -12
7MVUG1, B, 3, inf, -inf, -12
8N8UIA, B, 4, -17, -inf, -12
7MVUG1, B, 3, -17, -inf, -17
8N8UIA, G, 4, -21, -inf, -17
7MVUG1, B, 3, -21, -inf, -21
8N8UIA, R, 4, -23, -inf, -21
7MVUG1, B, 3, -23, -inf, -23
93CT8B, R, 4, -23, -inf, -23
7MVUG1, B, 3, -23, -inf, -23
93CT8B, Y, 4, -25, -inf, -23
7MVUG1, B, 3, -25, -inf, -25
B302WY, G, 4, -21, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
B302WY, R, 4, -23, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
D7A6DO, G, 4, -21, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
D7A6DO, R, 4, -23, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
D7A6DO, Y, 4, -25, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
E3B6KU, B, 4, -17, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
E3B6KU, R, 4, -23, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
FBMJRV, B, 4, -17, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
FBMJRV, R, 4, -23, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
FBMJRV, Y, 4, -25, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
IOIZ5S, G, 4, -21, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
IOIZ5S, R, 4, -23, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
IOIZ5S, Y, 4, -25, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
JENPWA, G, 4, -21, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
JENPWA, R, 4, -23, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
LCX2DK, B, 4, -17, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
LCX2DK, R, 4, -23, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
LCX2DK, Y, 4, -25, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
LX6ZE0, G, 4, -21, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
LX6ZE0, R, 4, -23, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
LX6ZE0, Y, 4, -25, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
NCYMNC, R, 4, -23, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
NCYMNC, Y, 4, -25, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
ST898E, B, 4, -17, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
ST898E, G, 4, -21, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
ST898E, Y, 4, -25, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
TI1LD6, B, 4, -17, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
TI1LD6, G, 4, -21, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
TI1LD6, R, 4, -23, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
GKM35T, Y, 2, -25, -25, -12
7MVUG1, G, 3, inf, -25, -12
8N8UIA, B, 4, -11, -25, -12
7MVUG1, G, 3, -11, -25, -12
8N8UIA, G, 4, -15, -25, -12
7MVUG1, G, 3, -15, -25, -15
8N8UIA, R, 4, -17, -25, -15
7MVUG1, G, 3, -17, -25, -17
93CT8B, B, 4, -11, -25, -17
7MVUG1, G, 3, -17, -25, -17
93CT8B, R, 4, -17, -25, -17
7MVUG1, G, 3, -17, -25, -17
93CT8B, Y, 4, -19, -25, -17
7MVUG1, G, 3, -19, -25, -19
B302WY, B, 4, -11, -25, -19
7MVUG1, G, 3, -19, -25, -19
B302WY, R, 4, -17, -25, -19
7MVUG1, G, 3, -19, -25, -19
D7A6DO, G, 4, -15, -25, -19
7MVUG1, G, 3, -19, -25, -19
