I8FN8E, G, 0, -inf, -inf, inf
9V2BM8, B, 2, 21, 21, inf
TJ8ZT3, R, 3, 7, 21, inf
9V2BM8, B, 2, 21, 21, inf
W400I9, G, 3, 11, 21, inf
9V2BM8, B, 2, 21, 21, inf
W400I9, O, 3, 21, 21, inf
9V2BM8, B, 2, 21, 21, inf
W400I9, P, 3, 15, 21, inf
9V2BM8, B, 2, 21, 21, inf
W400I9, R, 3, 7, 21, inf
9V2BM8, B, 2, 21, 21, inf
WBG1MC, B, 3, 13, 21, inf
9V2BM8, B, 2, 21, 21, inf
WBG1MC, G, 3, 11, 21, inf
9V2BM8, B, 2, 21, 21, inf
WBG1MC, O, 3, 21, 21, inf
9V2BM8, B, 2, 21, 21, inf
WBG1MC, P, 3, 15, 21, inf
9V2BM8, B, 2, 21, 21, inf
WBG1MC, R, 3, 7, 21, inf
9V2BM8, B, 2, 21, 21, inf
V7KIEU, Y, 1, 21, 17, 21
9V2BM8, G, 2, -inf, 17, 21
BF3WFX, B, 3, 14, 17, 21
9V2BM8, G, 2, 14, 17, 21
BF3WFX, G, 3, 12, 17, 21
9V2BM8, G, 2, 14, 17, 21
BF3WFX, O, 3, 22, 17, 21
9V2BM8, G, 2, 22, 17, 21
V7KIEU, Y, 1, 21, 17, 21
9V2BM8, O, 2, -inf, 17, 21
BF3WFX, B, 3, 15, 17, 21
9V2BM8, O, 2, 15, 17, 21
BF3WFX, G, 3, 13, 17, 21
9V2BM8, O, 2, 15, 17, 21
BF3WFX, O, 3, 23, 17, 21
9V2BM8, O, 2, 23, 17, 21
V7KIEU, Y, 1, 21, 17, 21
9V2BM8, P, 2, -inf, 17, 21
BF3WFX, B, 3, 9, 17, 21
9V2BM8, P, 2, 9, 17, 21
BF3WFX, G, 3, 7, 17, 21
9V2BM8, P, 2, 9, 17, 21
BF3WFX, O, 3, 17, 17, 21
9V2BM8, P, 2, 17, 17, 21
BF3WFX, P, 3, 11, 17, 21
9V2BM8, P, 2, 17, 17, 21
BF3WFX, Y, 3, 17, 17, 21
9V2BM8, P, 2, 17, 17, 21
BOT7AR, B, 3, 9, 17, 21
9V2BM8, P, 2, 17, 17, 21
BOT7AR, G, 3, 7, 17, 21
9V2BM8, P, 2, 17, 17, 21
BOT7AR, O, 3, 17, 17, 21
9V2BM8, P, 2, 17, 17, 21
BOT7AR, Y, 3, 17, 17, 21
9V2BM8, P, 2, 17, 17, 21
EGL8DW, B, 3, 9, 17, 21
9V2BM8, P, 2, 17, 17, 21
EGL8DW, G, 3, 7, 17, 21
9V2BM8, P, 2, 17, 17, 21
EGL8DW, O, 3, 17, 17, 21
9V2BM8, P, 2, 17, 17, 21
EGL8DW, R, 3, 3, 17, 21
9V2BM8, P, 2, 17, 17, 21
EGL8DW, Y, 3, 17, 17, 21
9V2BM8, P, 2, 17, 17, 21
GVTHJO, B, 3, 9, 17, 21
9V2BM8, P, 2, 17, 17, 21
GVTHJO, G, 3, 7, 17, 21
9V2BM8, P, 2, 17, 17, 21
GVTHJO, O, 3, 17, 17, 21
9V2BM8, P, 2, 17, 17, 21
GVTHJO, R, 3, 3, 17, 21
9V2BM8, P, 2, 17, 17, 21
IS7RAF, B, 3, 9, 17, 21
9V2BM8, P, 2, 17, 17, 21
IS7RAF, G, 3, 7, 17, 21
9V2BM8, P, 2, 17, 17, 21
IS7RAF, O, 3, 17, 17, 21
9V2BM8, P, 2, 17, 17, 21
IS7RAF, R, 3, 3, 17, 21
9V2BM8, P, 2, 17, 17, 21
IS7RAF, Y, 3, 17, 17, 21
9V2BM8, P, 2, 17, 17, 21
LCMHSZ, B, 3, 9, 17, 21
9V2BM8, P, 2, 17, 17, 21
LCMHSZ, G, 3, 7, 17, 21
9V2BM8, P, 2, 17, 17, 21
LCMHSZ, O, 3, 17, 17, 21
9V2BM8, P, 2, 17, 17, 21
LCMHSZ, P, 3, 11, 17, 21
9V2BM8, P, 2, 17, 17, 21
LCMHSZ, R, 3, 3, 17, 21
9V2BM8, P, 2, 17, 17, 21
OXTP6H, B, 3, 9, 17, 21
9V2BM8, P, 2, 17, 17, 21
OXTP6H, G, 3, 7, 17, 21
9V2BM8, P, 2, 17, 17, 21
OXTP6H, O, 3, 17, 17, 21
9V2BM8, P, 2, 17, 17, 21
OXTP6H, R, 3, 3, 17, 21
9V2BM8, P, 2, 17, 17, 21
OXTP6H, Y, 3, 17, 17, 21
9V2BM8, P, 2, 17, 17, 21
TJ8ZT3, B, 3, 9, 17, 21
9V2BM8, P, 2, 17, 17, 21
TJ8ZT3, G, 3, 7, 17, 21
9V2BM8, P, 2, 17, 17, 21
TJ8ZT3, O, 3, 17, 17, 21
9V2BM8, P, 2, 17, 17, 21
TJ8ZT3, R, 3, 3, 17, 21
9V2BM8, P, 2, 17, 17, 21
W400I9, B, 3, 9, 17, 21
9V2BM8, P, 2, 17, 17, 21
W400I9, G, 3, 7, 17, 21
9V2BM8, P, 2, 17, 17, 21
W400I9, O, 3, 17, 17, 21
9V2BM8, P, 2, 17, 17, 21
W400I9, R, 3, 3, 17, 21
9V2BM8, P, 2, 17, 17, 21
WBG1MC, B, 3, 9, 17, 21
9V2BM8, P, 2, 17, 17, 21
WBG1MC, G, 3, 7, 17, 21
9V2BM8, P, 2, 17, 17, 21
WBG1MC, O, 3, 17, 17, 21
9V2BM8, P, 2, 17, 17, 21
WBG1MC, P, 3, 11, 17, 21
9V2BM8, P, 2, 17, 17, 21
WBG1MC, R, 3, 3, 17, 21
9V2BM8, P, 2, 17, 17, 21
V7KIEU, Y, 1, 17, 17, 21
I8FN8E, G, 0, 17, 17, inf
9V2BM8, O, 17
