6CQPFB, G, 0, -inf, -inf, inf
2ZRX9U, B, 3, -5, -7, -6
5AYWAI, R, 4, -6, -7, -6
2ZRX9U, B, 3, -6, -7, -6
86JV6B, B, 4, -5, -7, -6
2ZRX9U, B, 3, -6, -7, -6
86JV6B, R, 4, -6, -7, -6
2ZRX9U, B, 3, -6, -7, -6
CVLHGR, G, 4, -5, -7, -6
2ZRX9U, B, 3, -6, -7, -6
DDYDZ4, G, 4, -5, -7, -6
2ZRX9U, B, 3, -6, -7, -6
DDYDZ4, R, 4, -6, -7, -6
2ZRX9U, B, 3, -6, -7, -6
ELP9SJ, B, 4, -5, -7, -6
2ZRX9U, B, 3, -6, -7, -6
ELP9SJ, R, 4, -6, -7, -6
2ZRX9U, B, 3, -6, -7, -6
IXY4HG, B, 4, -5, -7, -6
2ZRX9U, B, 3, -6, -7, -6
IXY4HG, R, 4, -6, -7, -6
2ZRX9U, B, 3, -6, -7, -6
J37AP6, G, 4, -5, -7, -6
2ZRX9U, B, 3, -6, -7, -6
J37AP6, R, 4, -6, -7, -6
2ZRX9U, B, 3, -6, -7, -6
JXYE8L, R, 4, -6, -7, -6
2ZRX9U, B, 3, -6, -7, -6
R6J76S, G, 4, -5, -7, -6
2ZRX9U, B, 3, -6, -7, -6
R6J76S, R, 4, -6, -7, -6
2ZRX9U, B, 3, -6, -7, -6
RDPCLS, G, 4, -5, -7, -6
2ZRX9U, B, 3, -6, -7, -6
RDPCLS, R, 4, -6, -7, -6
2ZRX9U, B, 3, -6, -7, -6
RUNAZU, B, 4, -5, -7, -6
2ZRX9U, B, 3, -6, -7, -6
RUNAZU, G, 4, -5, -7, -6
2ZRX9U, B, 3, -6, -7, -6
7WSMSQ, G, 2, -6, -7, -6
RZ95L2, B, 1, -6, -7, -6
7WSMSQ, R, 2, -inf, -7, -6
2ZRX9U, B, 3, inf, -7, -6
5AYWAI, G, 4, -6, -7, -6
2ZRX9U, B, 3, -6, -7, -6
5AYWAI, R, 4, -7, -7, -6
2ZRX9U, B, 3, -7, -7, -6
7WSMSQ, R, 2, -7, -7, -6
2ZRX9U, G, 3, inf, -7, -6
5AYWAI, B, 4, -17, -7, -6
2ZRX9U, G, 3, -17, -7, -6
7WSMSQ, R, 2, -7, -7, -6
86JV6B, B, 3, inf, -7, -6
2ZRX9U, B, 4, -6, -7, -6
86JV6B, B, 3, -6, -7, -6
2ZRX9U, G, 4, -6, -7, -6
86JV6B, B, 3, -6, -7, -6
CVLHGR, B, 4, -6, -7, -6
86JV6B, B, 3, -6, -7, -6
CVLHGR, G, 4, -6, -7, -6
86JV6B, B, 3, -6, -7, -6
ELP9SJ, G, 4, -6, -7, -6
86JV6B, B, 3, -6, -7, -6
IXY4HG, B, 4, -6, -7, -6
86JV6B, B, 3, -6, -7, -6
IXY4HG, R, 4, -7, -7, -6
86JV6B, B, 3, -7, -7, -6
7WSMSQ, R, 2, -7, -7, -6
86JV6B, R, 3, inf, -7, -6
2ZRX9U, B, 4, -20, -7, -6
86JV6B, R, 3, -20, -7, -6
7WSMSQ, R, 2, -7, -7, -6
CVLHGR, B, 3, inf, -7, -6
2ZRX9U, G, 4, -6, -7, -6
CVLHGR, B, 3, -6, -7, -6
86JV6B, B, 4, -6, -7, -6
CVLHGR, B, 3, -6, -7, -6
86JV6B, R, 4, -7, -7, -6
CVLHGR, B, 3, -7, -7, -6
7WSMSQ, R, 2, -7, -7, -6
CVLHGR, G, 3, inf, -7, -6
2ZRX9U, B, 4, -17, -7, -6
CVLHGR, G, 3, -17, -7, -6
7WSMSQ, R, 2, -7, -7, -6
ELP9SJ, B, 3, inf, -7, -6
2CEW7D, G, 4, -6, -7, -6
ELP9SJ, B, 3, -6, -7, -6
2CEW7D, R, 4, -7, -7, -6
ELP9SJ, B, 3, -7, -7, -6
7WSMSQ, R, 2, -7, -7, -6
ELP9SJ, G, 3, inf, -7, -6
2CEW7D, B, 4, -17, -7, -6
ELP9SJ, G, 3, -17, -7, -6
7WSMSQ, R, 2, -7, -7, -6
IXY4HG, B, 3, inf, -7, -6
2ZRX9U, B, 4, -6, -7, -6
IXY4HG, B, 3, -6, -7, -6
2ZRX9U, G, 4, -6, -7, -6
IXY4HG, B, 3, -6, -7, -6
43U9M0, G, 4, -6, -7, -6
IXY4HG, B, 3, -6, -7, -6
43U9M0, R, 4, -7, -7, -6
IXY4HG, B, 3, -7, -7, -6
7WSMSQ, R, 2, -7, -7, -6
IXY4HG, R, 3, inf, -7, -6
2ZRX9U, B, 4, -20, -7, -6
IXY4HG, R, 3, -20, -7, -6
7WSMSQ, R, 2, -7, -7, -6
J37AP6, G, 3, inf, -7, -6
2ZRX9U, B, 4, -17, -7, -6
J37AP6, G, 3, -17, -7, -6
7WSMSQ, R, 2, -7, -7, -6
J37AP6, R, 3, inf, -7, -6
2ZRX9U, B, 4, -20, -7, -6
J37AP6, R, 3, -20, -7, -6
7WSMSQ, R, 2, -7, -7, -6
JXYE8L, B, 3, inf, -7, -6
2ZRX9U, G, 4, -6, -7, -6
JXYE8L, B, 3, -6, -7, -6
86JV6B, R, 4, -7, -7, -6
JXYE8L, B, 3, -7, -7, -6
7WSMSQ, R, 2, -7, -7, -6
JXYE8L, G, 3, inf, -7, -6
2ZRX9U, B, 4, -17, -7, -6
JXYE8L, G, 3, -17, -7, -6
7WSMSQ, R, 2, -7, -7, -6
RDPCLS, G, 3, inf, -7, -6
2ZRX9U, B, 4, -17, -7, -6
RDPCLS, G, 3, -17, -7, -6
7WSMSQ, R, 2, -7, -7, -6
RDPCLS, R, 3, inf, -7, -6
2ZRX9U, B, 4, -20, -7, -6
RDPCLS, R, 3, -20, -7, -6
7WSMSQ, R, 2, -7, -7, -6
RUNAZU, B, 3, inf, -7, -6
2ZRX9U, B, 4, -6, -7, -6
RUNAZU, B, 3, -6, -7, -6
2ZRX9U, G, 4, -6, -7, -6
RUNAZU, B, 3, -6, -7, -6
5AYWAI, G, 4, -6, -7, -6
RUNAZU, B, 3, -6, -7, -6
5AYWAI, R, 4, -7, -7, -6
RUNAZU, B, 3, -7, -7, -6
7WSMSQ, R, 2, -7, -7, -6
RUNAZU, G, 3, inf, -7, -6
2ZRX9U, B, 4, -17, -7, -6
RUNAZU, G, 3, -17, -7, -6
7WSMSQ, R, 2, -7, -7, -6
RZ95L2, B, 1, -7, -7, -6
6CQPFB, G, 0, -7, -7, inf
RZ95L2, G, 1, inf, -7, inf
2ZRX9U, B, 2, -inf, -7, inf
5AYWAI, G, 3, inf, -7, inf
7WSMSQ, B, 4, -27, -7, inf
5AYWAI, G, 3, -27, -7, inf
2ZRX9U, B, 2, -27, -7, inf
5AYWAI, R, 3, inf, -7, inf
7WSMSQ, B, 4, -30, -7, inf
5AYWAI, R, 3, -30, -7, inf
2ZRX9U, B, 2, -27, -7, inf
7WSMSQ, B, 3, inf, -7, inf
5AYWAI, G, 4, -16, -7, inf
7WSMSQ, B, 3, -16, -7, inf
2ZRX9U, B, 2, -16, -7, inf
7WSMSQ, R, 3, inf, -7, inf
5AYWAI, G, 4, -30, -7, inf
7WSMSQ, R, 3, -30, -7, inf
2ZRX9U, B, 2, -16, -7, inf
86JV6B, B, 3, inf, -7, inf
5AYWAI, G, 4, -16, -7, inf
86JV6B, B, 3, -16, -7, inf
2ZRX9U, B, 2, -16, -7, inf
86JV6B, R, 3, inf, -7, inf
5AYWAI, G, 4, -30, -7, inf
86JV6B, R, 3, -30, -7, inf
2ZRX9U, B, 2, -16, -7, inf
CVLHGR, G, 3, inf, -7, inf
5AYWAI, G, 4, -27, -7, inf
CVLHGR, G, 3, -27, -7, inf
2ZRX9U, B, 2, -16, -7, inf
DDYDZ4, G, 3, inf, -7, inf
5AYWAI, G, 4, -27, -7, inf
DDYDZ4, G, 3, -27, -7, inf
2ZRX9U, B, 2, -16, -7, inf
DDYDZ4, R, 3, inf, -7, inf
5AYWAI, G, 4, -30, -7, inf
DDYDZ4, R, 3, -30, -7, inf
2ZRX9U, B, 2, -16, -7, inf
IXY4HG, B, 3, inf, -7, inf
43U9M0, G, 4, -16, -7, inf
IXY4HG, B, 3, -16, -7, inf
2ZRX9U, B, 2, -16, -7, inf
IXY4HG, R, 3, inf, -7, inf
43U9M0, B, 4, -30, -7, inf
IXY4HG, R, 3, -30, -7, inf
2ZRX9U, B, 2, -16, -7, inf
J37AP6, B, 3, inf, -7, inf
5AYWAI, G, 4, -16, -7, inf
J37AP6, B, 3, -16, -7, inf
2ZRX9U, B, 2, -16, -7, inf
J37AP6, R, 3, inf, -7, inf
5AYWAI, G, 4, -30, -7, inf
J37AP6, R, 3, -30, -7, inf
2ZRX9U, B, 2, -16, -7, inf
JXYE8L, G, 3, inf, -7, inf
5AYWAI, G, 4, -27, -7, inf
JXYE8L, G, 3, -27, -7, inf
2ZRX9U, B, 2, -16, -7, inf
JXYE8L, R, 3, inf, -7, inf
5AYWAI, G, 4, -30, -7, inf
JXYE8L, R, 3, -30, -7, inf
2ZRX9U, B, 2, -16, -7, inf
R6J76S, G, 3, inf, -7, inf
5AYWAI, G, 4, -27, -7, inf
R6J76S, G, 3, -27, -7, inf
2ZRX9U, B, 2, -16, -7, inf
R6J76S, R, 3, inf, -7, inf
5AYWAI, G, 4, -30, -7, inf
R6J76S, R, 3, -30, -7, inf
2ZRX9U, B, 2, -16, -7, inf
RDPCLS, B, 3, inf, -7, inf
43U9M0, G, 4, -16, -7, inf
RDPCLS, B, 3, -16, -7, inf
2ZRX9U, B, 2, -16, -7, inf
RDPCLS, R, 3, inf, -7, inf
43U9M0, B, 4, -30, -7, inf
RDPCLS, R, 3, -30, -7, inf
2ZRX9U, B, 2, -16, -7, inf
RUNAZU, B, 3, inf, -7, inf
5AYWAI, G, 4, -16, -7, inf
RUNAZU, B, 3, -16, -7, inf
2ZRX9U, B, 2, -16, -7, inf
RUNAZU, G, 3, inf, -7, inf
5AYWAI, R, 4, -28, -7, inf
RUNAZU, G, 3, -28, -7, inf
2ZRX9U, B, 2, -16, -7, inf
RZ95L2, G, 1, -16, -7, inf
6CQPFB, G, 0, -7, -7, inf
2ZRX9U, B, -7
