5FE1OE, G, 0, -inf, -inf, inf
ZQLVDY, B, 4, 2, -14, -7
79JY8A, P, 3, -7, -14, -7
ZQLVDY, G, 4, 1, -14, -7
79JY8A, P, 3, -7, -14, -7
ZQLVDY, Y, 4, -7, -14, -7
79JY8A, P, 3, -7, -14, -7
UB9JUO, Y, 2, -7, -7, -4
79JY8A, R, 3, inf, -7, -4
4X7F6M, B, 4, -10, -7, -4
79JY8A, R, 3, -10, -7, -4
UB9JUO, Y, 2, -7, -7, -4
96Y3RZ, G, 3, inf, -7, -4
1OZ1WH, B, 4, -5, -7, -4
96Y3RZ, G, 3, -5, -7, -5
1OZ1WH, P, 4, -10, -7, -5
96Y3RZ, G, 3, -10, -7, -5
UB9JUO, Y, 2, -7, -7, -4
96Y3RZ, P, 3, inf, -7, -4
1OZ1WH, B, 4, 2, -7, -4
96Y3RZ, P, 3, 2, -7, -4
1OZ1WH, G, 4, 1, -7, -4
96Y3RZ, P, 3, 1, -7, -4
1OZ1WH, R, 4, -1, -7, -4
96Y3RZ, P, 3, -1, -7, -4
1OZ1WH, Y, 4, -7, -7, -4
96Y3RZ, P, 3, -7, -7, -4
UB9JUO, Y, 2, -7, -7, -4
96Y3RZ, R, 3, inf, -7, -4
1OZ1WH, B, 4, -10, -7, -4
96Y3RZ, R, 3, -10, -7, -4
UB9JUO, Y, 2, -7, -7, -4
96Y3RZ, Y, 3, inf, -7, -4
1OZ1WH, B, 4, -4, -7, -4
96Y3RZ, Y, 3, -4, -7, -4
1OZ1WH, G, 4, -5, -7, -4
96Y3RZ, Y, 3, -5, -7, -5
1OZ1WH, P, 4, -9, -7, -5
96Y3RZ, Y, 3, -9, -7, -5
UB9JUO, Y, 2, -7, -7, -4
9708QA, G, 3, inf, -7, -4
79JY8A, G, 4, -6, -7, -4
9708QA, G, 3, -6, -7, -6
79JY8A, P, 4, -10, -7, -6
9708QA, G, 3, -10, -7, -6
UB9JUO, Y, 2, -7, -7, -4
9708QA, P, 3, inf, -7, -4
79JY8A, G, 4, 1, -7, -4
9708QA, P, 3, 1, -7, -4
79JY8A, P, 4, -3, -7, -4
9708QA, P, 3, -3, -7, -4
79JY8A, R, 4, -1, -7, -4
9708QA, P, 3, -3, -7, -4
96Y3RZ, G, 4, 1, -7, -4
9708QA, P, 3, -3, -7, -4
96Y3RZ, P, 4, -3, -7, -4
9708QA, P, 3, -3, -7, -4
96Y3RZ, R, 4, -1, -7, -4
9708QA, P, 3, -3, -7, -4
96Y3RZ, Y, 4, -7, -7, -4
9708QA, P, 3, -7, -7, -4
UB9JUO, Y, 2, -7, -7, -4
9708QA, R, 3, inf, -7, -4
79JY8A, G, 4, -11, -7, -4
9708QA, R, 3, -11, -7, -4
UB9JUO, Y, 2, -7, -7, -4
9708QA, Y, 3, inf, -7, -4
79JY8A, G, 4, -5, -7, -4
9708QA, Y, 3, -5, -7, -5
79JY8A, P, 4, -9, -7, -5
9708QA, Y, 3, -9, -7, -5
UB9JUO, Y, 2, -7, -7, -4
FMCQUW, G, 3, inf, -7, -4
1OZ1WH, B, 4, -5, -7, -4
FMCQUW, G, 3, -5, -7, -5
1OZ1WH, P, 4, -10, -7, -5
FMCQUW, G, 3, -10, -7, -5
UB9JUO, Y, 2, -7, -7, -4
FMCQUW, P, 3, inf, -7, -4
1OZ1WH, B, 4, 2, -7, -4
FMCQUW, P, 3, 2, -7, -4
1OZ1WH, G, 4, 1, -7, -4
FMCQUW, P, 3, 1, -7, -4
1OZ1WH, R, 4, -1, -7, -4
FMCQUW, P, 3, -1, -7, -4
1OZ1WH, Y, 4, -7, -7, -4
FMCQUW, P, 3, -7, -7, -4
UB9JUO, Y, 2, -7, -7, -4
FMCQUW, R, 3, inf, -7, -4
1OZ1WH, B, 4, -10, -7, -4
FMCQUW, R, 3, -10, -7, -4
UB9JUO, Y, 2, -7, -7, -4
FMCQUW, Y, 3, inf, -7, -4
1OZ1WH, B, 4, -4, -7, -4
FMCQUW, Y, 3, -4, -7, -4
1OZ1WH, G, 4, -5, -7, -4
FMCQUW, Y, 3, -5, -7, -5
1OZ1WH, P, 4, -9, -7, -5
FMCQUW, Y, 3, -9, -7, -5
UB9JUO, Y, 2, -7, -7, -4
FMJ4U7, B, 3, inf, -7, -4
79JY8A, G, 4, 4, -7, -4
FMJ4U7, B, 3, 4, -7, -4
79JY8A, P, 4, 0, -7, -4
FMJ4U7, B, 3, 0, -7, -4
79JY8A, R, 4, 2, -7, -4
FMJ4U7, B, 3, 0, -7, -4
96Y3RZ, G, 4, 4, -7, -4
FMJ4U7, B, 3, 0, -7, -4
96Y3RZ, P, 4, 0, -7, -4
FMJ4U7, B, 3, 0, -7, -4
96Y3RZ, R, 4, 2, -7, -4
FMJ4U7, B, 3, 0, -7, -4
96Y3RZ, Y, 4, -4, -7, -4
FMJ4U7, B, 3, -4, -7, -4
9708QA, G, 4, 4, -7, -4
FMJ4U7, B, 3, -4, -7, -4
9708QA, P, 4, 0, -7, -4
FMJ4U7, B, 3, -4, -7, -4
9708QA, R, 4, 2, -7, -4
FMJ4U7, B, 3, -4, -7, -4
9708QA, Y, 4, -4, -7, -4
FMJ4U7, B, 3, -4, -7, -4
FMCQUW, G, 4, 4, -7, -4
FMJ4U7, B, 3, -4, -7, -4
FMCQUW, P, 4, 0, -7, -4
FMJ4U7, B, 3, -4, -7, -4
FMCQUW, R, 4, 2, -7, -4
FMJ4U7, B, 3, -4, -7, -4
FMCQUW, Y, 4, -4, -7, -4
FMJ4U7, B, 3, -4, -7, -4
QPIXA6, G, 4, 4, -7, -4
FMJ4U7, B, 3, -4, -7, -4
QPIXA6, P, 4, 0, -7, -4
FMJ4U7, B, 3, -4, -7, -4
QPIXA6, R, 4, 2, -7, -4
FMJ4U7, B, 3, -4, -7, -4
QPIXA6, Y, 4, -4, -7, -4
FMJ4U7, B, 3, -4, -7, -4
SSLKLM, B, 4, 5, -7, -4
FMJ4U7, B, 3, -4, -7, -4
SSLKLM, G, 4, 4, -7, -4
FMJ4U7, B, 3, -4, -7, -4
SSLKLM, P, 4, 0, -7, -4
FMJ4U7, B, 3, -4, -7, -4
SSLKLM, Y, 4, -4, -7, -4
FMJ4U7, B, 3, -4, -7, -4
ZQLVDY, G, 4, 4, -7, -4
FMJ4U7, B, 3, -4, -7, -4
ZQLVDY, P, 4, 0, -7, -4
FMJ4U7, B, 3, -4, -7, -4
ZQLVDY, Y, 4, -4, -7, -4
FMJ4U7, B, 3, -4, -7, -4
UB9JUO, Y, 2, -4, -7, -4
M7EGKH, B, 1, -4, -inf, -4
ZQLVDY, B, 2, -inf, -inf, -4
79JY8A, G, 3, inf, -inf, -4
4X7F6M, B, 4, 4, -inf, -4
79JY8A, G, 3, 4, -inf, -4
4X7F6M, P, 4, -1, -inf, -4
79JY8A, G, 3, -1, -inf, -4
4X7F6M, R, 4, 1, -inf, -4
79JY8A, G, 3, -1, -inf, -4
4X7F6M, Y, 4, -5, -inf, -4
79JY8A, G, 3, -5, -inf, -5
96Y3RZ, G, 4, 3, -inf, -5
79JY8A, G, 3, -5, -inf, -5
96Y3RZ, P, 4, -1, -inf, -5
79JY8A, G, 3, -5, -inf, -5
96Y3RZ, R, 4, 1, -inf, -5
79JY8A, G, 3, -5, -inf, -5
96Y3RZ, Y, 4, -5, -inf, -5
79JY8A, G, 3, -5, -inf, -5
9708QA, G, 4, 3, -inf, -5
79JY8A, G, 3, -5, -inf, -5
9708QA, P, 4, -1, -inf, -5
79JY8A, G, 3, -5, -inf, -5
9708QA, R, 4, 1, -inf, -5
79JY8A, G, 3, -5, -inf, -5
9708QA, Y, 4, -5, -inf, -5
79JY8A, G, 3, -5, -inf, -5
9LDEO8, G, 4, 3, -inf, -5
79JY8A, G, 3, -5, -inf, -5
9LDEO8, P, 4, -1, -inf, -5
79JY8A, G, 3, -5, -inf, -5
9LDEO8, R, 4, 1, -inf, -5
79JY8A, G, 3, -5, -inf, -5
9LDEO8, Y, 4, -5, -inf, -5
79JY8A, G, 3, -5, -inf, -5
APNFUQ, B, 4, 4, -inf, -5
79JY8A, G, 3, -5, -inf, -5
APNFUQ, P, 4, -1, -inf, -5
79JY8A, G, 3, -5, -inf, -5
APNFUQ, R, 4, 1, -inf, -5
79JY8A, G, 3, -5, -inf, -5
APNFUQ, Y, 4, -5, -inf, -5
79JY8A, G, 3, -5, -inf, -5
FMCQUW, G, 4, 3, -inf, -5
79JY8A, G, 3, -5, -inf, -5
FMCQUW, P, 4, -1, -inf, -5
79JY8A, G, 3, -5, -inf, -5
FMCQUW, R, 4, 1, -inf, -5
79JY8A, G, 3, -5, -inf, -5
FMCQUW, Y, 4, -5, -inf, -5
79JY8A, G, 3, -5, -inf, -5
FMJ4U7, G, 4, 3, -inf, -5
79JY8A, G, 3, -5, -inf, -5
FMJ4U7, P, 4, -1, -inf, -5
79JY8A, G, 3, -5, -inf, -5
FMJ4U7, R, 4, 1, -inf, -5
79JY8A, G, 3, -5, -inf, -5
FMJ4U7, Y, 4, -5, -inf, -5
79JY8A, G, 3, -5, -inf, -5
QPIXA6, G, 4, 3, -inf, -5
79JY8A, G, 3, -5, -inf, -5
QPIXA6, P, 4, -1, -inf, -5
79JY8A, G, 3, -5, -inf, -5
QPIXA6, R, 4, 1, -inf, -5
79JY8A, G, 3, -5, -inf, -5
QPIXA6, Y, 4, -5, -inf, -5
79JY8A, G, 3, -5, -inf, -5
SSLKLM, B, 4, 4, -inf, -5
79JY8A, G, 3, -5, -inf, -5
SSLKLM, G, 4, 3, -inf, -5
79JY8A, G, 3, -5, -inf, -5
SSLKLM, P, 4, -1, -inf, -5
79JY8A, G, 3, -5, -inf, -5
SSLKLM, Y, 4, -5, -inf, -5
79JY8A, G, 3, -5, -inf, -5
UB9JUO, B, 4, 4, -inf, -5
79JY8A, G, 3, -5, -inf, -5
UB9JUO, P, 4, -1, -inf, -5
79JY8A, G, 3, -5, -inf, -5
UB9JUO, Y, 4, -5, -inf, -5
79JY8A, G, 3, -5, -inf, -5
YNARY8, B, 4, 4, -inf, -5
79JY8A, G, 3, -5, -inf, -5
YNARY8, P, 4, -1, -inf, -5
79JY8A, G, 3, -5, -inf, -5
YNARY8, R, 4, 1, -inf, -5
79JY8A, G, 3, -5, -inf, -5
YNARY8, Y, 4, -5, -inf, -5
79JY8A, G, 3, -5, -inf, -5
ZQLVDY, B, 2, -5, -5, -4
79JY8A, P, 3, inf, -5, -4
4X7F6M, B, 4, 11, -5, -4
79JY8A, P, 3, 11, -5, -4
4X7F6M, G, 4, 10, -5, -4
79JY8A, P, 3, 10, -5, -4
4X7F6M, R, 4, 8, -5, -4
79JY8A, P, 3, 8, -5, -4
4X7F6M, Y, 4, 2, -5, -4
79JY8A, P, 3, 2, -5, -4
96Y3RZ, G, 4, 10, -5, -4
79JY8A, P, 3, 2, -5, -4
96Y3RZ, P, 4, 6, -5, -4
79JY8A, P, 3, 2, -5, -4
96Y3RZ, R, 4, 8, -5, -4
79JY8A, P, 3, 2, -5, -4
96Y3RZ, Y, 4, 2, -5, -4
79JY8A, P, 3, 2, -5, -4
9708QA, G, 4, 10, -5, -4
79JY8A, P, 3, 2, -5, -4
9708QA, P, 4, 6, -5, -4
79JY8A, P, 3, 2, -5, -4
9708QA, R, 4, 8, -5, -4
79JY8A, P, 3, 2, -5, -4
9708QA, Y, 4, 2, -5, -4
79JY8A, P, 3, 2, -5, -4
9LDEO8, G, 4, 10, -5, -4
79JY8A, P, 3, 2, -5, -4
9LDEO8, P, 4, 6, -5, -4
79JY8A, P, 3, 2, -5, -4
9LDEO8, R, 4, 8, -5, -4
79JY8A, P, 3, 2, -5, -4
9LDEO8, Y, 4, 2, -5, -4
79JY8A, P, 3, 2, -5, -4
APNFUQ, B, 4, 11, -5, -4
79JY8A, P, 3, 2, -5, -4
APNFUQ, G, 4, 10, -5, -4
79JY8A, P, 3, 2, -5, -4
APNFUQ, R, 4, 8, -5, -4
79JY8A, P, 3, 2, -5, -4
APNFUQ, Y, 4, 2, -5, -4
79JY8A, P, 3, 2, -5, -4
FMCQUW, G, 4, 10, -5, -4
79JY8A, P, 3, 2, -5, -4
FMCQUW, P, 4, 6, -5, -4
79JY8A, P, 3, 2, -5, -4
FMCQUW, R, 4, 8, -5, -4
79JY8A, P, 3, 2, -5, -4
FMCQUW, Y, 4, 2, -5, -4
79JY8A, P, 3, 2, -5, -4
FMJ4U7, G, 4, 10, -5, -4
79JY8A, P, 3, 2, -5, -4
FMJ4U7, P, 4, 6, -5, -4
79JY8A, P, 3, 2, -5, -4
FMJ4U7, R, 4, 8, -5, -4
79JY8A, P, 3, 2, -5, -4
FMJ4U7, Y, 4, 2, -5, -4
79JY8A, P, 3, 2, -5, -4
QPIXA6, G, 4, 10, -5, -4
79JY8A, P, 3, 2, -5, -4
QPIXA6, P, 4, 6, -5, -4
79JY8A, P, 3, 2, -5, -4
QPIXA6, R, 4, 8, -5, -4
79JY8A, P, 3, 2, -5, -4
QPIXA6, Y, 4, 2, -5, -4
79JY8A, P, 3, 2, -5, -4
SSLKLM, B, 4, 11, -5, -4
79JY8A, P, 3, 2, -5, -4
SSLKLM, G, 4, 10, -5, -4
79JY8A, P, 3, 2, -5, -4
SSLKLM, P, 4, 6, -5, -4
79JY8A, P, 3, 2, -5, -4
SSLKLM, Y, 4, 2, -5, -4
79JY8A, P, 3, 2, -5, -4
UB9JUO, B, 4, 11, -5, -4
79JY8A, P, 3, 2, -5, -4
UB9JUO, Y, 4, 2, -5, -4
79JY8A, P, 3, 2, -5, -4
YNARY8, B, 4, 11, -5, -4
79JY8A, P, 3, 2, -5, -4
YNARY8, G, 4, 10, -5, -4
79JY8A, P, 3, 2, -5, -4
YNARY8, R, 4, 8, -5, -4
79JY8A, P, 3, 2, -5, -4
YNARY8, Y, 4, 2, -5, -4
79JY8A, P, 3, 2, -5, -4
ZQLVDY, B, 2, 2, -5, -4
M7EGKH, B, 1, -4, -inf, -4
ZQLVDY, G, 2, -inf, -inf, -4
79JY8A, P, 3, inf, -inf, -4
4X7F6M, B, 4, 10, -inf, -4
79JY8A, P, 3, 10, -inf, -4
4X7F6M, G, 4, 9, -inf, -4
79JY8A, P, 3, 9, -inf, -4
4X7F6M, R, 4, 7, -inf, -4
79JY8A, P, 3, 7, -inf, -4
4X7F6M, Y, 4, 1, -inf, -4
79JY8A, P, 3, 1, -inf, -4
96Y3RZ, G, 4, 9, -inf, -4
79JY8A, P, 3, 1, -inf, -4
96Y3RZ, P, 4, 5, -inf, -4
79JY8A, P, 3, 1, -inf, -4
96Y3RZ, R, 4, 7, -inf, -4
79JY8A, P, 3, 1, -inf, -4
96Y3RZ, Y, 4, 1, -inf, -4
79JY8A, P, 3, 1, -inf, -4
9708QA, G, 4, 9, -inf, -4
79JY8A, P, 3, 1, -inf, -4
9708QA, P, 4, 5, -inf, -4
79JY8A, P, 3, 1, -inf, -4
9708QA, R, 4, 7, -inf, -4
79JY8A, P, 3, 1, -inf, -4
9708QA, Y, 4, 1, -inf, -4
79JY8A, P, 3, 1, -inf, -4
9LDEO8, B, 4, 10, -inf, -4
79JY8A, P, 3, 1, -inf, -4
9LDEO8, P, 4, 5, -inf, -4
79JY8A, P, 3, 1, -inf, -4
9LDEO8, R, 4, 7, -inf, -4
79JY8A, P, 3, 1, -inf, -4
9LDEO8, Y, 4, 1, -inf, -4
79JY8A, P, 3, 1, -inf, -4
APNFUQ, B, 4, 10, -inf, -4
79JY8A, P, 3, 1, -inf, -4
APNFUQ, G, 4, 9, -inf, -4
79JY8A, P, 3, 1, -inf, -4
APNFUQ, R, 4, 7, -inf, -4
79JY8A, P, 3, 1, -inf, -4
APNFUQ, Y, 4, 1, -inf, -4
79JY8A, P, 3, 1, -inf, -4
FMCQUW, P, 4, 5, -inf, -4
79JY8A, P, 3, 1, -inf, -4
FMCQUW, R, 4, 7, -inf, -4
79JY8A, P, 3, 1, -inf, -4
FMCQUW, Y, 4, 1, -inf, -4
79JY8A, P, 3, 1, -inf, -4
FMJ4U7, B, 4, 10, -inf, -4
79JY8A, P, 3, 1, -inf, -4
FMJ4U7, P, 4, 5, -inf, -4
79JY8A, P, 3, 1, -inf, -4
FMJ4U7, R, 4, 7, -inf, -4
79JY8A, P, 3, 1, -inf, -4
FMJ4U7, Y, 4, 1, -inf, -4
79JY8A, P, 3, 1, -inf, -4
QPIXA6, G, 4, 9, -inf, -4
79JY8A, P, 3, 1, -inf, -4
QPIXA6, P, 4, 5, -inf, -4
79JY8A, P, 3, 1, -inf, -4
QPIXA6, R, 4, 7, -inf, -4
79JY8A, P, 3, 1, -inf, -4
QPIXA6, Y, 4, 1, -inf, -4
79JY8A, P, 3, 1, -inf, -4
SSLKLM, B, 4, 10, -inf, -4
79JY8A, P, 3, 1, -inf, -4
SSLKLM, G, 4, 9, -inf, -4
79JY8A, P, 3, 1, -inf, -4
SSLKLM, P, 4, 5, -inf, -4
79JY8A, P, 3, 1, -inf, -4
SSLKLM, Y, 4, 1, -inf, -4
79JY8A, P, 3, 1, -inf, -4
UB9JUO, B, 4, 10, -inf, -4
79JY8A, P, 3, 1, -inf, -4
UB9JUO, Y, 4, 1, -inf, -4
79JY8A, P, 3, 1, -inf, -4
YNARY8, B, 4, 10, -inf, -4
79JY8A, P, 3, 1, -inf, -4
YNARY8, G, 4, 9, -inf, -4
79JY8A, P, 3, 1, -inf, -4
YNARY8, R, 4, 7, -inf, -4
79JY8A, P, 3, 1, -inf, -4
YNARY8, Y, 4, 1, -inf, -4
79JY8A, P, 3, 1, -inf, -4
ZQLVDY, G, 2, 1, -inf, -4
M7EGKH, B, 1, -4, -inf, -4
ZQLVDY, P, 2, -inf, -inf, -4
79JY8A, G, 3, inf, -inf, -4
4X7F6M, B, 4, -1, -inf, -4
79JY8A, G, 3, -1, -inf, -4
4X7F6M, P, 4, -6, -inf, -4
79JY8A, G, 3, -6, -inf, -6
4X7F6M, R, 4, -4, -inf, -6
79JY8A, G, 3, -6, -inf, -6
4X7F6M, Y, 4, -10, -inf, -6
79JY8A, G, 3, -10, -inf, -10
96Y3RZ, G, 4, -2, -inf, -10
79JY8A, G, 3, -10, -inf, -10
96Y3RZ, P, 4, -6, -inf, -10
79JY8A, G, 3, -10, -inf, -10
96Y3RZ, R, 4, -4, -inf, -10
79JY8A, G, 3, -10, -inf, -10
96Y3RZ, Y, 4, -10, -inf, -10
79JY8A, G, 3, -10, -inf, -10
9708QA, G, 4, -2, -inf, -10
79JY8A, G, 3, -10, -inf, -10
9708QA, P, 4, -6, -inf, -10
79JY8A, G, 3, -10, -inf, -10
9708QA, R, 4, -4, -inf, -10
79JY8A, G, 3, -10, -inf, -10
9708QA, Y, 4, -10, -inf, -10
79JY8A, G, 3, -10, -inf, -10
9LDEO8, B, 4, -1, -inf, -10
79JY8A, G, 3, -10, -inf, -10
9LDEO8, G, 4, -2, -inf, -10
79JY8A, G, 3, -10, -inf, -10
9LDEO8, R, 4, -4, -inf, -10
79JY8A, G, 3, -10, -inf, -10
9LDEO8, Y, 4, -10, -inf, -10
79JY8A, G, 3, -10, -inf, -10
APNFUQ, B, 4, -1, -inf, -10
79JY8A, G, 3, -10, -inf, -10
APNFUQ, P, 4, -6, -inf, -10
79JY8A, G, 3, -10, -inf, -10
APNFUQ, R, 4, -4, -inf, -10
79JY8A, G, 3, -10, -inf, -10
APNFUQ, Y, 4, -10, -inf, -10
79JY8A, G, 3, -10, -inf, -10
FMCQUW, G, 4, -2, -inf, -10
79JY8A, G, 3, -10, -inf, -10
FMCQUW, R, 4, -4, -inf, -10
79JY8A, G, 3, -10, -inf, -10
FMCQUW, Y, 4, -10, -inf, -10
79JY8A, G, 3, -10, -inf, -10
FMJ4U7, B, 4, -1, -inf, -10
79JY8A, G, 3, -10, -inf, -10
FMJ4U7, G, 4, -2, -inf, -10
79JY8A, G, 3, -10, -inf, -10
FMJ4U7, R, 4, -4, -inf, -10
79JY8A, G, 3, -10, -inf, -10
FMJ4U7, Y, 4, -10, -inf, -10
79JY8A, G, 3, -10, -inf, -10
QPIXA6, G, 4, -2, -inf, -10
79JY8A, G, 3, -10, -inf, -10
QPIXA6, P, 4, -6, -inf, -10
79JY8A, G, 3, -10, -inf, -10
QPIXA6, R, 4, -4, -inf, -10
79JY8A, G, 3, -10, -inf, -10
QPIXA6, Y, 4, -10, -inf, -10
79JY8A, G, 3, -10, -inf, -10
SSLKLM, B, 4, -1, -inf, -10
79JY8A, G, 3, -10, -inf, -10
SSLKLM, G, 4, -2, -inf, -10
79JY8A, G, 3, -10, -inf, -10
SSLKLM, P, 4, -6, -inf, -10
79JY8A, G, 3, -10, -inf, -10
SSLKLM, Y, 4, -10, -inf, -10
79JY8A, G, 3, -10, -inf, -10
UB9JUO, B, 4, -1, -inf, -10
79JY8A, G, 3, -10, -inf, -10
UB9JUO, P, 4, -6, -inf, -10
79JY8A, G, 3, -10, -inf, -10
UB9JUO, Y, 4, -10, -inf, -10
79JY8A, G, 3, -10, -inf, -10
YNARY8, B, 4, -1, -inf, -10
79JY8A, G, 3, -10, -inf, -10
YNARY8, P, 4, -6, -inf, -10
79JY8A, G, 3, -10, -inf, -10
YNARY8, R, 4, -4, -inf, -10
79JY8A, G, 3, -10, -inf, -10
YNARY8, Y, 4, -10, -inf, -10
79JY8A, G, 3, -10, -inf, -10
ZQLVDY, P, 2, -10, -10, -4
79JY8A, R, 3, inf, -10, -4
4X7F6M, B, 4, -6, -10, -4
79JY8A, R, 3, -6, -10, -6
4X7F6M, G, 4, -7, -10, -6
79JY8A, R, 3, -7, -10, -7
4X7F6M, P, 4, -11, -10, -7
79JY8A, R, 3, -11, -10, -7
ZQLVDY, P, 2, -10, -10, -4
79JY8A, Y, 3, inf, -10, -4
4X7F6M, B, 4, 0, -10, -4
79JY8A, Y, 3, 0, -10, -4
4X7F6M, G, 4, -1, -10, -4
79JY8A, Y, 3, -1, -10, -4
4X7F6M, P, 4, -5, -10, -4
79JY8A, Y, 3, -5, -10, -5
4X7F6M, R, 4, -3, -10, -5
79JY8A, Y, 3, -5, -10, -5
96Y3RZ, G, 4, -1, -10, -5
79JY8A, Y, 3, -5, -10, -5
96Y3RZ, P, 4, -5, -10, -5
79JY8A, Y, 3, -5, -10, -5
96Y3RZ, R, 4, -3, -10, -5
79JY8A, Y, 3, -5, -10, -5
96Y3RZ, Y, 4, -9, -10, -5
79JY8A, Y, 3, -9, -10, -9
9708QA, G, 4, -1, -10, -9
79JY8A, Y, 3, -9, -10, -9
9708QA, P, 4, -5, -10, -9
79JY8A, Y, 3, -9, -10, -9
9708QA, R, 4, -3, -10, -9
79JY8A, Y, 3, -9, -10, -9
9708QA, Y, 4, -9, -10, -9
79JY8A, Y, 3, -9, -10, -9
9LDEO8, B, 4, 0, -10, -9
79JY8A, Y, 3, -9, -10, -9
9LDEO8, G, 4, -1, -10, -9
79JY8A, Y, 3, -9, -10, -9
9LDEO8, R, 4, -3, -10, -9
79JY8A, Y, 3, -9, -10, -9
9LDEO8, Y, 4, -9, -10, -9
79JY8A, Y, 3, -9, -10, -9
APNFUQ, B, 4, 0, -10, -9
79JY8A, Y, 3, -9, -10, -9
APNFUQ, G, 4, -1, -10, -9
79JY8A, Y, 3, -9, -10, -9
APNFUQ, P, 4, -5, -10, -9
79JY8A, Y, 3, -9, -10, -9
APNFUQ, R, 4, -3, -10, -9
79JY8A, Y, 3, -9, -10, -9
FMCQUW, G, 4, -1, -10, -9
79JY8A, Y, 3, -9, -10, -9
FMCQUW, R, 4, -3, -10, -9
79JY8A, Y, 3, -9, -10, -9
FMCQUW, Y, 4, -9, -10, -9
79JY8A, Y, 3, -9, -10, -9
FMJ4U7, B, 4, 0, -10, -9
79JY8A, Y, 3, -9, -10, -9
FMJ4U7, G, 4, -1, -10, -9
79JY8A, Y, 3, -9, -10, -9
FMJ4U7, R, 4, -3, -10, -9
79JY8A, Y, 3, -9, -10, -9
FMJ4U7, Y, 4, -9, -10, -9
79JY8A, Y, 3, -9, -10, -9
QPIXA6, G, 4, -1, -10, -9
79JY8A, Y, 3, -9, -10, -9
QPIXA6, P, 4, -5, -10, -9
79JY8A, Y, 3, -9, -10, -9
QPIXA6, R, 4, -3, -10, -9
79JY8A, Y, 3, -9, -10, -9
QPIXA6, Y, 4, -9, -10, -9
79JY8A, Y, 3, -9, -10, -9
SSLKLM, B, 4, 0, -10, -9
79JY8A, Y, 3, -9, -10, -9
SSLKLM, G, 4, -1, -10, -9
79JY8A, Y, 3, -9, -10, -9
SSLKLM, P, 4, -5, -10, -9
79JY8A, Y, 3, -9, -10, -9
SSLKLM, Y, 4, -9, -10, -9
79JY8A, Y, 3, -9, -10, -9
UB9JUO, B, 4, 0, -10, -9
79JY8A, Y, 3, -9, -10, -9
UB9JUO, P, 4, -5, -10, -9
79JY8A, Y, 3, -9, -10, -9
YNARY8, B, 4, 0, -10, -9
79JY8A, Y, 3, -9, -10, -9
YNARY8, G, 4, -1, -10, -9
79JY8A, Y, 3, -9, -10, -9
YNARY8, P, 4, -5, -10, -9
79JY8A, Y, 3, -9, -10, -9
YNARY8, R, 4, -3, -10, -9
79JY8A, Y, 3, -9, -10, -9
ZQLVDY, P, 2, -9, -9, -4
96Y3RZ, G, 3, inf, -9, -4
1OZ1WH, B, 4, -1, -9, -4
96Y3RZ, G, 3, -1, -9, -4
1OZ1WH, P, 4, -6, -9, -4
96Y3RZ, G, 3, -6, -9, -6
1OZ1WH, R, 4, -4, -9, -6
96Y3RZ, G, 3, -6, -9, -6
1OZ1WH, Y, 4, -10, -9, -6
96Y3RZ, G, 3, -10, -9, -6
ZQLVDY, P, 2, -9, -9, -4
96Y3RZ, P, 3, inf, -9, -4
1OZ1WH, B, 4, 6, -9, -4
96Y3RZ, P, 3, 6, -9, -4
1OZ1WH, G, 4, 5, -9, -4
96Y3RZ, P, 3, 5, -9, -4
1OZ1WH, R, 4, 3, -9, -4
96Y3RZ, P, 3, 3, -9, -4
1OZ1WH, Y, 4, -3, -9, -4
96Y3RZ, P, 3, -3, -9, -4
79JY8A, G, 4, 5, -9, -4
96Y3RZ, P, 3, -3, -9, -4
79JY8A, R, 4, 3, -9, -4
96Y3RZ, P, 3, -3, -9, -4
79JY8A, Y, 4, -3, -9, -4
96Y3RZ, P, 3, -3, -9, -4
9708QA, G, 4, 5, -9, -4
96Y3RZ, P, 3, -3, -9, -4
9708QA, P, 4, 1, -9, -4
96Y3RZ, P, 3, -3, -9, -4
9708QA, R, 4, 3, -9, -4
96Y3RZ, P, 3, -3, -9, -4
9708QA, Y, 4, -3, -9, -4
96Y3RZ, P, 3, -3, -9, -4
9LDEO8, B, 4, 6, -9, -4
96Y3RZ, P, 3, -3, -9, -4
9LDEO8, G, 4, 5, -9, -4
96Y3RZ, P, 3, -3, -9, -4
9LDEO8, R, 4, 3, -9, -4
96Y3RZ, P, 3, -3, -9, -4
9LDEO8, Y, 4, -3, -9, -4
96Y3RZ, P, 3, -3, -9, -4
APNFUQ, B, 4, 6, -9, -4
96Y3RZ, P, 3, -3, -9, -4
APNFUQ, G, 4, 5, -9, -4
96Y3RZ, P, 3, -3, -9, -4
APNFUQ, R, 4, 3, -9, -4
96Y3RZ, P, 3, -3, -9, -4
APNFUQ, Y, 4, -3, -9, -4
96Y3RZ, P, 3, -3, -9, -4
FMCQUW, G, 4, 5, -9, -4
96Y3RZ, P, 3, -3, -9, -4
FMCQUW, R, 4, 3, -9, -4
96Y3RZ, P, 3, -3, -9, -4
FMCQUW, Y, 4, -3, -9, -4
96Y3RZ, P, 3, -3, -9, -4
FMJ4U7, B, 4, 6, -9, -4
96Y3RZ, P, 3, -3, -9, -4
FMJ4U7, G, 4, 5, -9, -4
96Y3RZ, P, 3, -3, -9, -4
FMJ4U7, R, 4, 3, -9, -4
